"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","study_citation"
"2556",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",127018,"Katsuwonus pelamis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Katsuwonus | Katsuwonus pelamis",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2557",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",219708,"Euthynnus affinis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Euthynnus | Euthynnus affinis",NA,"Pillai, N.K. (1967). Copepods parasitic on Indian marine fishes. A review. In: Proceedings of the Symposium on Crustacea. Symposium Series, Marine Biological Association of India (2)5:1556-1680, figs. 1-266."
"2558",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",219708,"Euthynnus affinis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Euthynnus | Euthynnus affinis",NA,"Ho, J.S. & C.L. Lin. (2004). Sea lice of Taiwan (Copepoda: Siphonostomatoida: Caligidae). <em>The Sueichan Press, Keelung, Taiwan.</em> 388 pp."
"2559",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",219708,"Euthynnus affinis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Euthynnus | Euthynnus affinis",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2560",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",219708,"Euthynnus affinis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Euthynnus | Euthynnus affinis",NA,"Kabata, Z. (1965). Copepoda parasitic on Australian fishes. IV. Genus Caligus (Caligidae). Annals and Magazine of Natural History (13)8:109-126, figs. 1-6. (31-xii-1965)"
"2561",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",219713,"Sarda orientalis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Sarda | Sarda orientalis",NA,"Lewis, A.G. (1968). Copepod crustaceans parasitic on fishes of Eniwetok Atoll. Proceedings of the United States National Museum 12(366):1-78, figs. 1-30. (7-vi-1968)"
"2562",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",219713,"Sarda orientalis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Sarda | Sarda orientalis",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2563",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",278434,"Grammatorcynus bilineatus","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Grammatorcynus | Grammatorcynus bilineatus",NA,"Lewis, A.G. (1968). Copepod crustaceans parasitic on fishes of Eniwetok Atoll. Proceedings of the United States National Museum 12(366):1-78, figs. 1-30. (7-vi-1968)"
"2564",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",304441,"Euthynnus yaito","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Euthynnus | Euthynnus yaito",NA,"Lewis, A.G. (1967). Copepod crustaceans parasitic on teleost fishes of the Hawaiian islands. <em>Proceedings of the United States National Museum.</em> 121(3574):1-204, figs. 1-70. (22-vi-1967)."
"2565",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",273809,"Sarda australis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Sarda | Sarda australis",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2566",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",280459,"Cybiosarda elegans","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Cybiosarda | Cybiosarda elegans",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2567",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",127027,"Thunnus albacares","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Thunnus | Thunnus albacares",NA,"Ho, J.S. & C.L. Lin. (2004). Sea lice of Taiwan (Copepoda: Siphonostomatoida: Caligidae). <em>The Sueichan Press, Keelung, Taiwan.</em> 388 pp."
"2568",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",127027,"Thunnus albacares","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Thunnus | Thunnus albacares",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2569",357475,"Caligus asymmetricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus asymmetricus","adult","ectoparasitic",127015,"Auxis rochei","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Auxis | Auxis rochei",NA,"Ho, J.S. & C.L. Lin. (2004). Sea lice of Taiwan (Copepoda: Siphonostomatoida: Caligidae). <em>The Sueichan Press, Keelung, Taiwan.</em> 388 pp."
"2570",1036414,"Caligus fajerae","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus fajerae","NA","ectoparasitic",273821,"Scomberomorus sierra","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Scomberomorus | Scomberomorus sierra",NA,"Morales-Serna, F.N., A. Oceguera-Figueroa & D. Tang. (2017). Caligus fajerae n. sp. (Copepoda: Caligidae) parasitic on the Pacific sierra Scomberomurus sierra Jordan & Starks (Actinopterygii: Scombridae) in the Pacific Ocean off Mexico. <em>Systematic Par"
"2571",1037378,"Lepeophtheirus azoricus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Lepeophtheirus | Lepeophtheirus azoricus","adult","ectoparasitic",127036,"Epinephelus marginatus","Animalia | Chordata | Teleostei | Perciformes | Serranidae | Epinephelus | Epinephelus marginatus",NA,"Özak, A.A., A.M.V. Rodrigues, N.S.S. Vieira, R.M.G. Rosa, A. Yanar, E. Koyuncu & G.A. Boxshall. (2018). Lepeophtheirus azoricus n. sp. (Copepoda: Caligidae) parasitic on dusky grouper, Epinephelus marginatus, from Atlantic waters off the Azores, Portugal."
"2572",1115838,"Anuretes amplus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Anuretes | Anuretes amplus","NA","ectoparasitic",218536,"Diagramma pictum","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Haemulidae | Diagramma | Diagramma pictum",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2573",1115839,"Anuretes amymichaelae","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Anuretes | Anuretes amymichaelae","NA","ectoparasitic",218536,"Diagramma pictum","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Haemulidae | Diagramma | Diagramma pictum",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2574",1115840,"Caligus abigailae","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus abigailae","NA","ectoparasitic",212056,"Sphyraena obtusata","Animalia | Chordata | Teleostei | Carangaria incertae sedis | Sphyraenidae | Sphyraena | Sphyraena obtusata",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2575",1115842,"Caligus elasmobranchi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus elasmobranchi","NA","ectoparasitic",105854,"Himantura uarnak","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Dasyatidae | Himantura | Himantura uarnak",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2576",1115842,"Caligus elasmobranchi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus elasmobranchi","NA","ectoparasitic",271470,"Himantura toshi","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Dasyatidae | Himantura | Himantura toshi",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2577",1115842,"Caligus elasmobranchi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus elasmobranchi","NA","ectoparasitic",271431,"Dasyatis fluviorum","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Dasyatidae | Dasyatis | Dasyatis fluviorum",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2578",1115842,"Caligus elasmobranchi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus elasmobranchi","NA","ectoparasitic",278243,"Aetobatus ocellatus","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Myliobatidae | Aetobatus | Aetobatus ocellatus",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2579",1115842,"Caligus elasmobranchi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus elasmobranchi","NA","ectoparasitic",712403,"Pastinachus atrus","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Dasyatidae | Pastinachus | Pastinachus atrus",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2580",1115843,"Caligus hyporhamphi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus hyporhamphi","NA","ectoparasitic",272192,"Hyporhamphus quoyi","Animalia | Chordata | Teleostei | Beloniformes | Hemiramphidae | Hyporhamphus | Hyporhamphus quoyi",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2581",1115851,"Caligus nataliae","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus nataliae","NA","ectoparasitic",272261,"Herklotsichthys castelnaui","Animalia | Chordata | Teleostei | Clupeiformes | Clupeidae | Herklotsichthys | Herklotsichthys castelnaui",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2582",1115851,"Caligus nataliae","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus nataliae","NA","ectoparasitic",281673,"Neoarius graeffei","Animalia | Chordata | Teleostei | Siluriformes | Ariidae | Neoarius | Neoarius graeffei",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2583",1115987,"Caligus neoaricolus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus neoaricolus","NA","ectoparasitic",281673,"Neoarius graeffei","Animalia | Chordata | Teleostei | Siluriformes | Ariidae | Neoarius | Neoarius graeffei",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2584",1116226,"Caligus paranengai","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus paranengai","NA","ectoparasitic",281673,"Neoarius graeffei","Animalia | Chordata | Teleostei | Siluriformes | Ariidae | Neoarius | Neoarius graeffei",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2585",1116227,"Caligus pseudorhombi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus pseudorhombi","NA","ectoparasitic",220051,"Pseudorhombus arsius","Animalia | Chordata | Teleostei | Pleuronectiformes | Paralichthyidae | Pseudorhombus | Pseudorhombus arsius",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2586",1116231,"Caligus turbidus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus turbidus","NA","ectoparasitic",283055,"Tripodichthys angustifrons","Animalia | Chordata | Teleostei | Tetraodontiformes | Triacanthidae | Tripodichthys | Tripodichthys angustifrons",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2587",1116232,"Caligus upenei","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus upenei","NA","ectoparasitic",218689,"Upeneus tragula","Animalia | Chordata | Teleostei | Mulliformes | Mullidae | Upeneus | Upeneus tragula",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2588",1116233,"Lepeophtheirus robertae","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Lepeophtheirus | Lepeophtheirus robertae","NA","ectoparasitic",219127,"Scarus ghobban","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Scaridae | Scarus | Scarus ghobban",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2589",1116234,"Pupulina keiri","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Pupulina | Pupulina keiri","NA","ectoparasitic",278243,"Aetobatus ocellatus","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Myliobatidae | Aetobatus | Aetobatus ocellatus",NA,"Boxshall, G.A. (2018). The sea lice (Copepoda: Caligidae) of Moreton Bay (Queensland, Australia), with descriptions of thirteen new species. <em>Zootaxa.</em> 4398(1): 1-172."
"2590",955929,"Lepeophtheirus confusum","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Lepeophtheirus | Lepeophtheirus confusum","adult","ectoparasitic",280634,"Eleginops maclovinus","Animalia | Chordata | Teleostei | Perciformes | Eleginopsidae | Eleginops | Eleginops maclovinus",NA,"González, M.T., R. Castro, G. Muñoz & Z. López. (2016). Sea lice (Siphonostomatoida: Caligidae) diversity on littoral fishes from the south-eastern Pacific coast determined from morphology and molecular analysis, with description of a new species (Lepeoph"
"2591",933782,"Caligus tenuis","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus tenuis","adult","ectoparasitic",218633,"Argyrosomus japonicus","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sciaenidae | Argyrosomus | Argyrosomus japonicus",NA,"Hayes, P.M. K.W. Christison, D.B. Vaughan, N.J. Smit & G.A. Boxshall. (2021). Sea lice (Copepoda: Caligidae) from South Africa, with descriptions of two new species of Caligus. <em>Systematic Parasitology.</em> 98(4):1-25."
"2592",1344381,"Caligus adanensis","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus adanensis","adult","ectoparasitic",400782,"Belone bellone","Animalia | Chordata | Teleostei | Beloniformes | Belonidae | Belone | Belone bellone",NA,"Özak, A.A., Y. Sakarya & G.A. Boxshall. (2019). Caligus adanensis sp. nov. (Copepoda: Caligidae Burmeister, 1835) parasitic on garfish, Belone belone (Linnaeus, 1760), from the eastern Mediterranean Sea, off the Turkish coast. <em>Marine Biodiversity.</em"
"2593",867287,"Euryphorus suarezi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Euryphorus | Euryphorus suarezi","NA","ectoparasitic",217426,"Aetobatus narinari","Animalia | Chordata | Elasmobranchii | Myliobatiformes | Myliobatidae | Aetobatus | Aetobatus narinari",NA,"Morales-Serna, F.N., M.A. Rodríguez-Santiago & S. Gómez. (2016). Euryphorus suarezi n. sp (Copepoda: Caligidae) parasitic on an elasmobranch from the Gulf of Mexico. <em>Systematic Parasitology.</em> 93(1):91-99."
"2594",771414,"Caligus solea","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus solea","NA","ectoparasitic",127160,"Solea solea","Animalia | Chordata | Teleostei | Pleuronectiformes | Soleidae | Solea | Solea solea",NA,"Demirkale, I., A.A. Özak, A. Yanar & G.A. Boxshall. (2014). Caligus solea n. sp. (Copepoda: Caligidae) parasitic on the common sole Solea solea (Linnaeus) from the north-eastern Mediterranean off the Turkish coast. <em>Systematic Parasitology.</em> 89(1):"
"2595",751708,"Caligus chamelensis","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus chamelensis","adult","ectoparasitic",273521,"Kyphosus elegans","Animalia | Chordata | Teleostei | Centrarchiformes | Kyphosidae | Kyphosus | Kyphosus elegans",NA,"Morales-Serna, F.N., C.D. Pinacho-Pinacho, S. Gómez & G.P.P. de Leon. (2014). Diversity of sea lice (Copepoda: Caligidae) parasitic on marine fishes with commercial and aquaculture importance in Chamela Bay, Pacific coast of Mexico by using morphology and"
"2596",1460941,"Caligus madeirensis","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus madeirensis","adult","ectoparasitic",126819,"Trachinotus ovatus","Animalia | Chordata | Teleostei | Carangiformes | Carangidae | Trachinotus | Trachinotus ovatus",NA,"Hamdi, I.,  M. Hermida, S.A. Kamanli, B. Benmansour, A.A. Özak & G.A. Boxshall. (2020). Caligus madeirensis sp. nov. (Copepoda: Caligidae) Parasitic on Pompano, Trachinotus ovatus (Linnaeus, 1758), from Eastern Atlantic Waters, Surrounding the Madeira Arc"
"2597",1467996,"Caligus tunisiensis","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus tunisiensis","adult","ectoparasitic",127043,"Serranus scriba","Animalia | Chordata | Teleostei | Perciformes | Serranidae | Serranus | Serranus scriba",NA,"Hamdi, I., Benmansour, B., Zouari-Tlig, S., Kamanli, S.A., Özak, A.A. & Boxshall, G.A. (2020). Caligus tunisiensis n. sp. (Copepoda: Caligidae) parasitic on the painted comber Serranus scriba (L.) (Perciformes: Serranidae) from the Mediterranean Sea, off"
"2598",1468613,"Pseudanuretes anfoozi","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Pseudanuretes | Pseudanuretes anfoozi","adult","ectoparasitic",220005,"Pomacanthus maculosus","Animalia | Chordata | Teleostei | Acanthuriformes | Pomacanthidae | Pomacanthus | Pomacanthus maculosus",NA,"Adday, T.K. & A.H. Ali. (2020). Pseudanuretes anfoozi n. sp. (Copepoda: Siphonostomatoida: Caligidae) from the yellowbar angelfish Pomacanthus maculosus (Forsskål) in coral reefs off Iraq. <em>Systematic Parasitology.</em> 97(6): 809-814."
"2599",1517013,"Caligus lineatus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus lineatus","adult","ectoparasitic",151482,"Pomatomus saltatrix","Animalia | Chordata | Teleostei | Scombriformes | Pomatomidae | Pomatomus | Pomatomus saltatrix",NA,"Hayes, P.M. K.W. Christison, D.B. Vaughan, N.J. Smit & G.A. Boxshall. (2021). Sea lice (Copepoda: Caligidae) from South Africa, with descriptions of two new species of Caligus. <em>Systematic Parasitology.</em> 98(4):1-25."
"2600",1517014,"Caligus tumulus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus tumulus","adult","ectoparasitic",218597,"Chrysoblephus cristiceps","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Sparidae | Chrysoblephus | Chrysoblephus cristiceps",NA,"Hayes, P.M. K.W. Christison, D.B. Vaughan, N.J. Smit & G.A. Boxshall. (2021). Sea lice (Copepoda: Caligidae) from South Africa, with descriptions of two new species of Caligus. <em>Systematic Parasitology.</em> 98(4):1-25."
"2601",366088,"Metacaligus latus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Metacaligus | Metacaligus latus","adult","ectoparasitic",127089,"Trichiurus lepturus","Animalia | Chordata | Teleostei | Scombriformes | Trichiuridae | Trichiurus | Trichiurus lepturus",NA,"Ho, J.S. & C.L. Lin. (2002). New species of Metacaligus (Caligidae, Copepoda) parasitic on the cutlassfish (Trichiurus lepturus) of Taiwan, with a cladistic analysis of the family Caligidae. Zoological Sciences 19(12):1363-1376."
"2602",366085,"Metacaligus rufus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Metacaligus | Metacaligus rufus","adult","ectoparasitic",276357,"Oligoplites palometa","Animalia | Chordata | Teleostei | Carangiformes | Carangidae | Oligoplites | Oligoplites palometa",NA,"Takemoto, R.M. & J.L. Luque. (2002). Parasitic copepods on Oligoplites spp. (Osteichthyes, Carangidae) from the Brazilian coastal zone, with the redescription of Tuxophorus caligodes Wilson, 1908 (Siphonostomatoida, Tuxophoridae). Acta Scientiarum 24(2):"
"2603",366085,"Metacaligus rufus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Metacaligus | Metacaligus rufus","adult","ectoparasitic",276359,"Oligoplites saliens","Animalia | Chordata | Teleostei | Carangiformes | Carangidae | Oligoplites | Oligoplites saliens",NA,"Takemoto, R.M. & J.L. Luque. (2002). Parasitic copepods on Oligoplites spp. (Osteichthyes, Carangidae) from the Brazilian coastal zone, with the redescription of Tuxophorus caligodes Wilson, 1908 (Siphonostomatoida, Tuxophoridae). Acta Scientiarum 24(2):"
"2604",378021,"Alanlewisia fallolunulus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Alanlewisia | Alanlewisia fallolunulus","NA","ectoparasitic",219668,"Naso unicornis","Animalia | Chordata | Teleostei | Acanthuriformes | Acanthuridae | Naso | Naso unicornis",NA,"Boxshall, G.A. (2008). A new genus of sea louse (Copepoda: Siphonostomatoida: Caligidae) parasitic on the bluespine unicornfish (Naso unicornis). Folia Parasitologica 55(3):231-240."
"2605",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",127014,"Acanthocybium solandri","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Acanthocybium | Acanthocybium solandri",NA,"Kazachenko, V.N. (1975). Paraziticheskie rakoobraznye (Copepoda) ryb tropicheskoi chasti Tikhogo i Indiiskogo okeanov. Parasitic Crustacea (Copepoda) of fishes of the tropical part of the Pacific and Indian oceans. Izvestiya Tikhookeanskogo Nauchno-issled"
"2606",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",127014,"Acanthocybium solandri","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Acanthocybium | Acanthocybium solandri",NA,"Cressey, R.F. & H.B. Cressey. (1980). Parasitic copepods of mackerel- and tuna-like fishes (Scombridae) of the world. Smithsonian Contributions to Zoology 311:i-iv, 1-186, figs. 1-139. (1-iv-1980)"
"2607",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",127014,"Acanthocybium solandri","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Acanthocybium | Acanthocybium solandri",NA,"Ho, J.S. & C.L. Lin. (2004). Sea lice of Taiwan (Copepoda: Siphonostomatoida: Caligidae). <em>The Sueichan Press, Keelung, Taiwan.</em> 388 pp."
"2608",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",126800,"Alepes djedaba","Animalia | Chordata | Teleostei | Carangiformes | Carangidae | Alepes | Alepes djedaba",NA,"Ho, J.S. & C.L. Lin. (2004). Sea lice of Taiwan (Copepoda: Siphonostomatoida: Caligidae). <em>The Sueichan Press, Keelung, Taiwan.</em> 388 pp."
"2609",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",302473,"Elagatis bipinnulatus","Animalia | Chordata | Teleostei | Carangiformes | Carangidae | Elagatis | Elagatis bipinnulatus",NA,"Ho, J.S. & C.L. Lin. (2004). Sea lice of Taiwan (Copepoda: Siphonostomatoida: Caligidae). <em>The Sueichan Press, Keelung, Taiwan.</em> 388 pp."
"2610",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",127018,"Katsuwonus pelamis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Katsuwonus | Katsuwonus pelamis",NA,"Shiino, S.M. (1965). Parasitic copepods of the eastern Pacific fishes. 5. Caligus. Reports of the Faculty of Fisheries, Prefectural University of Mie 5(2):391-420, figs. 1-9, tabs. 1-5. (15-xii-1965)"
"2611",449125,"Caligus productus","Animalia | Arthropoda | Copepoda | Siphonostomatoida | Caligidae | Caligus | Caligus productus","adult","ectoparasitic",127018,"Katsuwonus pelamis","Animalia | Chordata | Teleostei | Scombriformes | Scombridae | Katsuwonus | Katsuwonus pelamis",NA,"Hewitt, G.C. & P.M. Hine. (1972). Checklist of parasites of New Zealand fishes and of their hosts. New Zealand Journal of Marine and Freshwater Research 6(1-2):69-114. (vi-1972)"
