...1,AphiaID_host,scientificname,valid_AphiaID,valid_name,isMarine,isBrackish,isFreshwater,taxon_path
3645,1026712,Zacco platypus,1026712,Zacco platypus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Zacco|Zacco platypus
3693,1023042,Salmo salvelinus,1023059,Salvelinus umbla,0,0,1,Animalia|Chordata|Teleostei|Salmoniformes|Salmonidae|Salmo|Salvelinus umbla
3833,1021838,Salminus maxillosus,1016624,Salminus brasiliensis,0,0,1,Animalia|Chordata|Teleostei|Characiformes|Bryconidae|Salminus|Salminus brasiliensis
3848,1018305,Apareiodon affinis,1018305,Apareiodon affinis,0,0,1,Animalia|Chordata|Teleostei|Characiformes|Parodontidae|Apareiodon|Apareiodon affinis
3849,1016638,Aphyocharax anisitsi,1016638,Aphyocharax anisitsi,0,0,1,Animalia|Chordata|Teleostei|Characiformes|Characidae|Aphyocharax|Aphyocharax anisitsi
3851,298175,Alosa finta,126415,Alosa fallax,0,0,1,Animalia|Chordata|Teleostei|Clupeiformes|Alosidae|Alosa|Alosa fallax
3852,154331,Rhodeus amarus,154331,Rhodeus amarus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Rhodeus|Rhodeus amarus
3854,1012291,Schizothorax labrosus,1012291,Schizothorax labrosus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Schizothorax|Schizothorax labrosus
3855,1012201,Schizothorax microstomus,1012201,Schizothorax microstomus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Schizothorax|Schizothorax microstomus
3868,1015284,Petrotilapia tridentiger,1015284,Petrotilapia tridentiger,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Petrotilapia|Petrotilapia tridentiger
3973,1018696,Mormyrus rume,1018696,Mormyrus rume,0,0,1,Animalia|Chordata|Teleostei|Osteoglossiformes|Mormyridae|Mormyrus|Mormyrus rume
3977,1018952,Synodontis granulosus,1018952,Synodontis granulosus,0,0,1,Animalia|Chordata|Teleostei|Siluriformes|Mochokidae|Synodontis|Synodontis granulosus
3978,1019139,Synodontis multipunctatus,1019139,Synodontis multipunctatus,0,0,1,Animalia|Chordata|Teleostei|Siluriformes|Mochokidae|Synodontis|Synodontis multipunctatus
3979,1018397,Haplotaxodon microlepis,1018397,Haplotaxodon microlepis,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Haplotaxodon|Haplotaxodon microlepis
3980,1018473,Cyphotilapia frontosa,1018473,Cyphotilapia frontosa,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Cyphotilapia|Cyphotilapia frontosa
3981,1620474,Limnotilapia dardennei,1027001,Limnotilapia dardennii,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Limnotilapia|Limnotilapia dardennii
3982,1018896,Bathybates fasciatus,1018896,Bathybates fasciatus,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Bathybates|Bathybates fasciatus
3983,1018399,Bathybates minor,1018399,Bathybates minor,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Bathybates|Bathybates minor
3984,1250007,Simochromis diagramma,1250007,Simochromis diagramma,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Simochromis|Simochromis diagramma
3985,1019093,Ctenochromis horei,1605394,Shuja horei,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Ctenochromis|Shuja horei
3986,1007597,Eretmodus marksmithi,1007597,Eretmodus marksmithi,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Eretmodus|Eretmodus marksmithi
3987,1525326,Gnathochromis permaxillaris,1525326,Gnathochromis permaxillaris,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Gnathochromis|Gnathochromis permaxillaris
3988,1017214,Lamprologus callipterus,1017214,Lamprologus callipterus,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Lamprologus|Lamprologus callipterus
3989,1019142,Perissodus microlepis,1019142,Perissodus microlepis,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Perissodus|Perissodus microlepis
3990,1013837,Tanganicodus irsacae,1013837,Tanganicodus irsacae,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Tanganicodus|Tanganicodus irsacae
3991,1016911,Alestes imberi,1026282,Brycinus imberi,0,0,1,Animalia|Chordata|Teleostei|Characiformes|Alestidae|Alestes|Brycinus imberi
3992,1016743,Pseudotropheus tropheops,1026902,Tropheops tropheops,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Pseudotropheus|Tropheops tropheops
4004,1023062,Hucho hucho,1023062,Hucho hucho,0,0,1,Animalia|Chordata|Teleostei|Salmoniformes|Salmonidae|Hucho|Hucho hucho
4080,1020672,Mesocottus haitej,1020672,Mesocottus haitej,0,0,1,Animalia|Chordata|Teleostei|Perciformes|Cottidae|Mesocottus|Mesocottus haitej
4082,1022036,Etheostoma caeruleum,1022036,Etheostoma caeruleum,0,0,1,Animalia|Chordata|Teleostei|Perciformes|Percidae|Etheostoma|Etheostoma caeruleum
4085,1021545,Siniperca chuatsi,1021545,Siniperca chuatsi,0,0,1,Animalia|Chordata|Teleostei|Centrarchiformes|Percichthyidae|Siniperca|Siniperca chuatsi
4086,1022043,Odontobutis obscurus,1022043,Odontobutis obscurus,0,0,1,Animalia|Chordata|Teleostei|Gobiiformes|Odontobutidae|Odontobutis|Odontobutis obscurus
4143,1021320,Pimelodus maculatus,1021320,Pimelodus maculatus,0,0,1,Animalia|Chordata|Teleostei|Siluriformes|Pimelodidae|Pimelodus|Pimelodus maculatus
4150,1015680,Tilapia leucosticta,1014962,Oreochromis leucostictus,0,0,1,Animalia|Chordata|Teleostei|Cichliformes|Cichlidae|Tilapia|Oreochromis leucostictus
4151,1018443,Barbus eumystus,1014880,Labeobarbus intermedius,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Labeobarbus intermedius
