"","...1","name","tiplabel","species","AphiaID"
"5097",5097,5097,"Percichthys_trucha","Percichthys trucha",1026863
"5098",5098,5098,"Maccullochella_ikei","Maccullochella ikei",991271
"5099",5099,5099,"Maccullochella_mariensis","Maccullochella mariensis",1011073
"5100",5100,5100,"Maccullochella_peelii","Maccullochella peelii",NA
"5101",5101,5101,"Maccullochella_macquariensis","Maccullochella macquariensis",991272
"5102",5102,5102,"Gadopsis_marmoratus","Gadopsis marmoratus",1021911
"5103",5103,5103,"Gadopsis_bispinosus","Gadopsis bispinosus",1012067
"5104",5104,5104,"Nemadactylus_gayi","Nemadactylus gayi",281652
"5105",5105,5105,"Nemadactylus_bergi","Nemadactylus bergi",281650
"5106",5106,5106,"Nemadactylus_macropterus","Nemadactylus macropterus",281653
"5107",5107,5107,"Nemadactylus_monodactylus","Nemadactylus monodactylus",281654
"5108",5108,5108,"Nemadactylus_douglasii","Nemadactylus douglasii",281651
"5109",5109,5109,"Nemadactylus_valenciennesi","Nemadactylus valenciennesi",281655
"5110",5110,5110,"Cheilodactylus_nigripes","Cheilodactylus nigripes",278154
"5111",5111,5111,"Cheilodactylus_variegatus","Cheilodactylus variegatus",278156
"5112",5112,5112,"Chirodactylus_brachydactylus","Chirodactylus brachydactylus",218871
"5113",5113,5113,"Chirodactylus_jessicalenorum","Chirodactylus jessicalenorum",218872
"5114",5114,5114,"Chirodactylus_grandis","Chirodactylus grandis",218870
"5115",5115,5115,"Cheilodactylus_spectabilis","Cheilodactylus spectabilis",1528281
"5116",5116,5116,"Cheilodactylus_zebra","Cheilodactylus zebra",311554
"5117",5117,5117,"Cheilodactylus_plessisi","Cheilodactylus plessisi",311549
"5118",5118,5118,"Cheilodactylus_vittatus","Cheilodactylus vittatus",311553
"5119",5119,5119,"Cheilodactylus_gibbosus","Cheilodactylus gibbosus",311545
"5120",5120,5120,"Cheilodactylus_vestitus","Cheilodactylus vestitus",311552
"5121",5121,5121,"Cheilodactylus_zonatus","Cheilodactylus zonatus",311555
"5122",5122,5122,"Cheilodactylus_quadricornis","Cheilodactylus quadricornis",311550
"5123",5123,5123,"Cheilodactylus_fuscus","Cheilodactylus fuscus",311543
"5124",5124,5124,"Cheilodactylus_ephippium","Cheilodactylus ephippium",311542
"5125",5125,5125,"Latridopsis_ciliaris","Latridopsis ciliaris",281277
"5126",5126,5126,"Latridopsis_forsteri","Latridopsis forsteri",281278
"5127",5127,5127,"Latris_lineata","Latris lineata",281280
"5128",5128,5128,"Chironemus_microlepis","Chironemus microlepis",280159
"5129",5129,5129,"Chironemus_marmoratus","Chironemus marmoratus",280158
"5130",5130,5130,"Chironemus_bicornis","Chironemus bicornis",280155
"5131",5131,5131,"Chironemus_delfini","Chironemus delfini",280156
"5132",5132,5132,"Chironemus_georgianus","Chironemus georgianus",280157
"5133",5133,5133,"Chironemus_maculosus","Chironemus maculosus",712747
"5134",5134,5134,"Aplodactylus_arctidens","Aplodactylus arctidens",279656
"5135",5135,5135,"Aplodactylus_punctatus","Aplodactylus punctatus",279659
"5136",5136,5136,"Aplodactylus_westralis","Aplodactylus westralis",279660
"5137",5137,5137,"Aplodactylus_etheridgii","Aplodactylus etheridgii",279657
"5138",5138,5138,"Aplodactylus_lophodon","Aplodactylus lophodon",313721
"5139",5139,5139,"Cheilodactylus_fasciatus","Cheilodactylus fasciatus",218868
"5140",5140,5140,"Cheilodactylus_pixi","Cheilodactylus pixi",218869
"5141",5141,5141,"Paracirrhites_hemistictus","Paracirrhites hemistictus",277097
"5142",5142,5142,"Paracirrhites_forsteri","Paracirrhites forsteri",218867
"5143",5143,5143,"Paracirrhites_arcatus","Paracirrhites arcatus",218866
"5144",5144,5144,"Amblycirrhitus_bimacula","Amblycirrhitus bimacula",218851
"5145",5145,5145,"Cirrhitus_pinnulatus","Cirrhitus pinnulatus",218862
"5146",5146,5146,"Cirrhitus_rivulatus","Cirrhitus rivulatus",279160
"5147",5147,5147,"Amblycirrhitus_pinos","Amblycirrhitus pinos",277569
"5148",5148,5148,"Cirrhitichthys_falco","Cirrhitichthys falco",218854
"5149",5149,5149,"Cirrhitichthys_oxycephalus","Cirrhitichthys oxycephalus",218853
"5150",5150,5150,"Neocirrhites_armatus","Neocirrhites armatus",281678
"5151",5151,5151,"Itycirrhitus_wilhelmi","Itycirrhitus wilhelmi",281190
"5152",5152,5152,"Notocirrhitus_splendens","Notocirrhitus splendens",281776
"5153",5153,5153,"Enoplosus_armatus","Enoplosus armatus",280685
"5154",5154,5154,"Syncomistes_trigonicus","Syncomistes trigonicus",1012550
"5155",5155,5155,"Syncomistes_rastellus","Syncomistes rastellus",1012556
"5156",5156,5156,"Syncomistes_butleri","Syncomistes butleri",1012549
"5157",5157,5157,"Hephaestus_tulliensis","Hephaestus tulliensis",1019856
"5158",5158,5158,"Hephaestus_jenkinsi","Hephaestus jenkinsi",1013167
"5159",5159,5159,"Hephaestus_epirrhinos","Hephaestus epirrhinos",1012558
"5160",5160,5160,"Hephaestus_fuliginosus","Hephaestus fuliginosus",991223
"5161",5161,5161,"Scortum_hillii","Scortum hillii",282733
"5162",5162,5162,"Scortum_parviceps","Scortum parviceps",1019919
"5163",5163,5163,"Scortum_barcoo","Scortum barcoo",NA
"5164",5164,5164,"Pingalla_lorentzi","Pingalla lorentzi",991297
"5165",5165,5165,"Pingalla_gilberti","Pingalla gilberti",991296
"5166",5166,5166,"Bidyanus_welchi","Bidyanus welchi",1017082
"5167",5167,5167,"Bidyanus_bidyanus","Bidyanus bidyanus",1019959
"5168",5168,5168,"Amniataba_percoides","Amniataba percoides",991187
"5169",5169,5169,"Amniataba_affinis","Amniataba affinis",1012716
"5170",5170,5170,"Hannia_greenwayi","Hannia greenwayi",1051608
"5171",5171,5171,"Leiopotherapon_plumbeus","Leiopotherapon plumbeus",1020693
"5172",5172,5172,"Leiopotherapon_aheneus","Leiopotherapon aheneus",1013644
"5173",5173,5173,"Amniataba_caudavittata","Amniataba caudavittata",279585
"5174",5174,5174,"Variichthys_lacustris","Variichthys lacustris",1012722
"5175",5175,5175,"Leiopotherapon_unicolor","Leiopotherapon unicolor",281283
"5176",5176,5176,"Hephaestus_habbemai","Hephaestus habbemai",1017845
"5177",5177,5177,"Hephaestus_carbo","Hephaestus carbo",991222
"5178",5178,5178,"Hephaestus_transmontanus","Hephaestus transmontanus",1012718
"5179",5179,5179,"Mesopristes_argenteus","Mesopristes argenteus",279088
"5180",5180,5180,"Rhynchopelates_oxyrhynchus","Rhynchopelates oxyrhynchus",282610
"5181",5181,5181,"Mesopristes_cancellatus","Mesopristes cancellatus",279089
"5182",5182,5182,"Terapon_theraps","Terapon theraps",218349
"5183",5183,5183,"Pelsartia_humeralis","Pelsartia humeralis",282189
"5184",5184,5184,"Pelates_octolineatus","Pelates octolineatus",274000
"5185",5185,5185,"Helotes_sexlineatus","Helotes sexlineatus",NA
"5186",5186,5186,"Pelates_quadrilineatus","Pelates quadrilineatus",127077
"5187",5187,5187,"Terapon_puta","Terapon puta",127078
"5188",5188,5188,"Terapon_jarbua","Terapon jarbua",218350
"5189",5189,5189,"Kuhlia_mugil","Kuhlia mugil",218355
"5190",5190,5190,"Kuhlia_petiti","Kuhlia petiti",278248
"5191",5191,5191,"Kuhlia_sandvicensis","Kuhlia sandvicensis",278250
"5192",5192,5192,"Kuhlia_nutabunda","Kuhlia nutabunda",278247
"5193",5193,5193,"Kuhlia_xenura","Kuhlia xenura",278251
"5194",5194,5194,"Kuhlia_rupestris","Kuhlia rupestris",218358
"5195",5195,5195,"Kuhlia_caudavittata","Kuhlia caudavittata",218357
"5196",5196,5196,"Kuhlia_malo","Kuhlia malo",1022656
"5197",5197,5197,"Kuhlia_salelea","Kuhlia salelea",1014568
"5198",5198,5198,"Kuhlia_marginata","Kuhlia marginata",278245
"5199",5199,5199,"Kuhlia_sauvagii","Kuhlia sauvagii",311617
"5200",5200,5200,"Kuhlia_munda","Kuhlia munda",278246
"5201",5201,5201,"Girella_cyanea","Girella cyanea",280857
"5202",5202,5202,"Girella_tricuspidata","Girella tricuspidata",280870
"5203",5203,5203,"Girella_nigricans","Girella nigricans",280865
"5204",5204,5204,"Girella_elevata","Girella elevata",280858
"5205",5205,5205,"Girella_leonina","Girella leonina",280862
"5206",5206,5206,"Girella_punctata","Girella punctata",280866
"5207",5207,5207,"Girella_mezina","Girella mezina",280863
"5208",5208,5208,"Graus_nigra","Graus nigra",280941
"5209",5209,5209,"Scorpis_lineolata","Scorpis lineolata",282731
"5210",5210,5210,"Scorpis_aequipinnis","Scorpis aequipinnis",282728
"5211",5211,5211,"Scorpis_violacea","Scorpis violacea",282732
"5212",5212,5212,"Labracoglossa_argenteiventris","Labracoglossa argenteiventris",281245
"5213",5213,5213,"Medialuna_californiensis","Medialuna californiensis",281541
"5214",5214,5214,"Atypichthys_strigatus","Atypichthys strigatus",279827
"5215",5215,5215,"Atypichthys_latus","Atypichthys latus",279826
"5216",5216,5216,"Tilodon_sexfasciatus","Tilodon sexfasciatus",315843
"5217",5217,5217,"Microcanthus_strigatus","Microcanthus strigatus",281558
"5218",5218,5218,"Dichistius_multifasciatus","Dichistius multifasciatus",221425
"5219",5219,5219,"Dichistius_capensis","Dichistius capensis",221426
"5220",5220,5220,"Kyphosus_analogus","Kyphosus analogus",273519
"5221",5221,5221,"Kyphosus_vaigiensis","Kyphosus vaigiensis",218706
"5222",5222,5222,"Kyphosus_incisor","Kyphosus incisor",126955
"5223",5223,5223,"Kyphosus_cinerascens","Kyphosus cinerascens",218708
"5224",5224,5224,"Kyphosus_elegans","Kyphosus elegans",273521
"5225",5225,5225,"Kyphosus_sydneyanus","Kyphosus sydneyanus",273525
"5226",5226,5226,"Kyphosus_bigibbus","Kyphosus bigibbus",218707
"5227",5227,5227,"Kyphosus_sectatrix","Kyphosus sectatrix",303486
"5228",5228,5228,"Kyphosus_cornelii","Kyphosus cornelii",273520
"5229",5229,5229,"Kyphosus_azurea","Kyphosus azurea",NA
"5230",5230,5230,"Oplegnathus_robinsoni","Oplegnathus robinsoni",218775
"5231",5231,5231,"Oplegnathus_fasciatus","Oplegnathus fasciatus",277892
"5232",5232,5232,"Oplegnathus_punctatus","Oplegnathus punctatus",277894
"5233",5233,5233,"Oplegnathus_conwayi","Oplegnathus conwayi",218776
"5234",5234,5234,"Oplegnathus_woodwardi","Oplegnathus woodwardi",277895
"5235",5235,5235,"Macquaria_colonorum","Macquaria colonorum",281473
"5236",5236,5236,"Macquaria_novemaculeata","Macquaria novemaculeata",281474
"5237",5237,5237,"Pteropsaron_springeri","Pteropsaron springeri",398602
"5238",5238,5238,"Osopsaron_formosensis","Osopsaron formosensis",277368
"5239",5239,5239,"Enigmapercis_sp","Enigmapercis sp",NA
"5240",5240,5240,"Matsubaraea_fusiforme","Matsubaraea fusiforme",1621428
"5241",5241,5241,"Limnichthys_fasciatus","Limnichthys fasciatus",277886
"5242",5242,5242,"Tewara_cranwellae","Tewara cranwellae",282949
"5243",5243,5243,"Epigonus_telescopus","Epigonus telescopus",126858
"5244",5244,5244,"Epigonus_angustifrons","Epigonus angustifrons",273401
"5245",5245,5245,"Rosenblattia_robusta","Rosenblattia robusta",282630
"5246",5246,5246,"Epigonus_pandionis","Epigonus pandionis",159706
"5247",5247,5247,"Epigonus_denticulatus","Epigonus denticulatus",126857
"5248",5248,5248,"Scombrops_gilberti","Scombrops gilberti",278112
"5249",5249,5249,"Scombrops_boops","Scombrops boops",220088
"5250",5250,5250,"Acropoma_japonicum","Acropoma japonicum",220048
"5251",5251,5251,"Acropoma_hanedai","Acropoma hanedai",278050
"5252",5252,5252,"Doederleinia_berycoides","Doederleinia berycoides",280572
"5253",5253,5253,"Symphysanodon_octoactinus","Symphysanodon octoactinus",276569
"5254",5254,5254,"Symphysanodon_berryi","Symphysanodon berryi",159831
"5255",5255,5255,"Bathyclupea_gracilis","Bathyclupea gracilis",276303
"5256",5256,5256,"Bathyclupea_argentea","Bathyclupea argentea",159596
"5257",5257,5257,"Dinolestes_lewini","Dinolestes lewini",280548
"5258",5258,5258,"Synagrops_bellus","Synagrops bellus",159584
"5259",5259,5259,"Synagrops_japonicus","Synagrops japonicus",NA
"5260",5260,5260,"Synagrops_spinosus","Synagrops spinosus",159586
"5261",5261,5261,"Synagrops_philippinensis","Synagrops philippinensis",276297
"5262",5262,5262,"Howella_brodiei","Howella brodiei",126994
"5263",5263,5263,"Howella_zina","Howella zina",273685
"5264",5264,5264,"Paristiopterus_gallipavo","Paristiopterus gallipavo",282149
"5265",5265,5265,"Paristiopterus_labiosus","Paristiopterus labiosus",282150
"5266",5266,5266,"Pentaceropsis_recurvirostris","Pentaceropsis recurvirostris",282200
"5267",5267,5267,"Zanclistius_elevatus","Zanclistius elevatus",283207
"5268",5268,5268,"Histiopterus_typus","Histiopterus typus",218772
"5269",5269,5269,"Evistias_acutirostris","Evistias acutirostris",280765
"5270",5270,5270,"Pentaceros_decacanthus","Pentaceros decacanthus",279264
"5271",5271,5271,"Pentaceros_capensis","Pentaceros capensis",221470
"5272",5272,5272,"Pseudopentaceros_wheeleri","Pseudopentaceros wheeleri",277780
"5273",5273,5273,"Pseudopentaceros_richardsoni","Pseudopentaceros richardsoni",218773
"5274",5274,5274,"Banjos_banjos","Banjos banjos",279860
"5275",5275,5275,"Malakichthys_barbatus","Malakichthys barbatus",281509
"5276",5276,5276,"Malakichthys_elegans","Malakichthys elegans",281510
"5277",5277,5277,"Malakichthys_griseus","Malakichthys griseus",281511
"5278",5278,5278,"Malakichthys_wakiyae","Malakichthys wakiyae",281514
"5279",5279,5279,"Stereolepis_gigas","Stereolepis gigas",282884
"5280",5280,5280,"Lateolabrax_japonicus","Lateolabrax japonicus",281275
"5281",5281,5281,"Lateolabrax_latus","Lateolabrax latus",281276
"5282",5282,5282,"Polyprion_oxygeneios","Polyprion oxygeneios",221430
"5283",5283,5283,"Polyprion_americanus","Polyprion americanus",126998
"5284",5284,5284,"Parapercis_millepunctata","Parapercis millepunctata",219147
"5285",5285,5285,"Parapercis_xanthozona","Parapercis xanthozona",219144
"5286",5286,5286,"Parapercis_clathrata","Parapercis clathrata",276987
"5287",5287,5287,"Parapercis_hexophtalma","Parapercis hexophtalma",219159
"5288",5288,5288,"Parapercis_punctulata","Parapercis punctulata",219157
"5289",5289,5289,"Parapercis_pulchella","Parapercis pulchella",219148
"5290",5290,5290,"Parapercis_multifasciata","Parapercis multifasciata",277004
"5291",5291,5291,"Parapercis_lutevittata","Parapercis lutevittata",712808
"5292",5292,5292,"Ammodytes_tobianus","Ammodytes tobianus",126752
"5293",5293,5293,"Hyperoplus_lanceolatus","Hyperoplus lanceolatus",126756
"5294",5294,5294,"Ammodytes_hexapterus","Ammodytes hexapterus",254510
"5295",5295,5295,"Ammodytes_dubius","Ammodytes dubius",151520
"5296",5296,5296,"Ammodytes_americanus","Ammodytes americanus",159587
"5297",5297,5297,"Ammodytes_personatus","Ammodytes personatus",272967
"5298",5298,5298,"Pinguipes_brasilianus","Pinguipes brasilianus",236485
"5299",5299,5299,"Cheimarrichthys_fosteri","Cheimarrichthys fosteri",1621607
"5300",5300,5300,"Kathetostoma_giganteum","Kathetostoma giganteum",275992
"5301",5301,5301,"Kathetostoma_canaster","Kathetostoma canaster",275990
"5302",5302,5302,"Kathetostoma_nigrofasciatum","Kathetostoma nigrofasciatum",275994
"5303",5303,5303,"Kathetostoma_averruncus","Kathetostoma averruncus",275989
"5304",5304,5304,"Kathetostoma_albigutta","Kathetostoma albigutta",159255
"5305",5305,5305,"Xenocephalus_armatus","Xenocephalus armatus",315934
"5306",5306,5306,"Xenocephalus_elongatus","Xenocephalus elongatus",283182
"5307",5307,5307,"Uranoscopus_sulphureus","Uranoscopus sulphureus",274044
"5308",5308,5308,"Astroscopus_y_graecum","Astroscopus y_graecum",1621411
"5309",5309,5309,"Uranoscopus_albesca","Uranoscopus albesca",274029
"5310",5310,5310,"Uranoscopus_cadenati","Uranoscopus cadenati",274032
"5311",5311,5311,"Uranoscopus_scaber","Uranoscopus scaber",127093
"5312",5312,5312,"Uranoscopus_oligolepis","Uranoscopus oligolepis",219170
"5313",5313,5313,"Uranoscopus_archionema","Uranoscopus archionema",219168
"5314",5314,5314,"Centrogenys_vaigiensis","Centrogenys vaigiensis",280055
"5315",5315,5315,"Eucinostomus_harengulus","Eucinostomus harengulus",276420
"5316",5316,5316,"Eucinostomus_jonesii","Eucinostomus jonesii",276422
"5317",5317,5317,"Eucinostomus_gula","Eucinostomus gula",159733
"5318",5318,5318,"Eucinostomus_argenteus","Eucinostomus argenteus",159732
"5319",5319,5319,"Eucinostomus_melanopterus","Eucinostomus melanopterus",276423
"5320",5320,5320,"Eucinostomus_currani","Eucinostomus currani",276416
"5321",5321,5321,"Ulaema_lefroyi","Ulaema lefroyi",322267
"5322",5322,5322,"Gerres_cinereus","Gerres cinereus",276954
"5323",5323,5323,"Gerres_longirostris","Gerres longirostris",NA
"5324",5324,5324,"Gerres_japonicus","Gerres japonicus",276958
"5325",5325,5325,"Gerres_equulus","Gerres equulus",276956
"5326",5326,5326,"Gerres_oblongus","Gerres oblongus",218526
"5327",5327,5327,"Gerres_oyena","Gerres oyena",218535
"5328",5328,5328,"Gerres_phaiya","Gerres phaiya",276965
"5329",5329,5329,"Gerres_erythrourus","Gerres erythrourus",218533
"5330",5330,5330,"Gerres_filamentosus","Gerres filamentosus",218524
"5331",5331,5331,"Gerres_macracanthus","Gerres macracanthus",218523
"5332",5332,5332,"Eugerres_brasilianus","Eugerres brasilianus",280739
"5333",5333,5333,"Eugerres_lineatus","Eugerres lineatus",280741
"5334",5334,5334,"Eugerres_plumieri","Eugerres plumieri",280743
"5335",5335,5335,"Diapterus_auratus","Diapterus auratus",159726
"5336",5336,5336,"Diapterus_peruvianus","Diapterus peruvianus",276414
"5337",5337,5337,"Diapterus_rhombeus","Diapterus rhombeus",276415
"5338",5338,5338,"Sillago_asiatica","Sillago asiatica",273934
"5339",5339,5339,"Sillago_sinica","Sillago sinica",712716
"5340",5340,5340,"Sillago_parvisquamis","Sillago parvisquamis",273951
"5341",5341,5341,"Sillago_japonica","Sillago japonica",273944
"5342",5342,5342,"Sillago_sihama","Sillago sihama",127046
"5343",5343,5343,"Sillago_vincenti","Sillago vincenti",273955
"5344",5344,5344,"Sillago_maculata","Sillago maculata",273947
"5345",5345,5345,"Sillago_aeolus","Sillago aeolus",218370
"5346",5346,5346,"Sillago_ciliata","Sillago ciliata",273939
"5347",5347,5347,"Sillago_analis","Sillago analis",273931
"5348",5348,5348,"Sillago_flindersi","Sillago flindersi",273940
"5349",5349,5349,"Sillago_bassensis","Sillago bassensis",273936
"5350",5350,5350,"Sillaginodes_punctatus","Sillaginodes punctatus",282791
"5351",5351,5351,"Sillago_ingenuua","Sillago ingenuua",273942
"5352",5352,5352,"Sillago_robusta","Sillago robusta",273952
"5353",5353,5353,"Sillaginopodys_chondropus","Sillaginopodys chondropus",321525
"5354",5354,5354,"Morone_americana","Morone americana",151177
"5355",5355,5355,"Morone_mississippiensis","Morone mississippiensis",422561
"5356",5356,5356,"Morone_saxatilis","Morone saxatilis",151179
"5357",5357,5357,"Morone_chrysops","Morone chrysops",422560
"5358",5358,5358,"Dicentrarchus_labrax","Dicentrarchus labrax",126975
"5359",5359,5359,"Dicentrarchus_punctatus","Dicentrarchus punctatus",126976
"5360",5360,5360,"Haemulon_bonariense","Haemulon bonariense",275722
"5361",5361,5361,"Haemulon_parra","Haemulon parra",275731
"5362",5362,5362,"Haemulon_macrostomum","Haemulon macrostomum",275728
"5363",5363,5363,"Haemulon_carbonarium","Haemulon carbonarium",275724
"5364",5364,5364,"Haemulon_flavolineatum","Haemulon flavolineatum",275727
"5365",5365,5365,"Haemulon_sciurus","Haemulon sciurus",275733
"5366",5366,5366,"Haemulon_plumierii","Haemulon plumierii",158808
"5367",5367,5367,"Haemulon_maculicauda","Haemulon maculicauda",275729
"5368",5368,5368,"Haemulon_flaviguttatum","Haemulon flaviguttatum",275726
"5369",5369,5369,"Haemulon_boschmae","Haemulon boschmae",275723
"5370",5370,5370,"Haemulon_steindachneri","Haemulon steindachneri",275738
"5371",5371,5371,"Haemulon_album","Haemulon album",275721
"5372",5372,5372,"Haemulon_melanurum","Haemulon melanurum",275730
"5373",5373,5373,"Haemulon_sexfasciatum","Haemulon sexfasciatum",275736
"5374",5374,5374,"Haemulon_scudderii","Haemulon scudderii",275734
"5375",5375,5375,"Haemulon_striatum","Haemulon striatum",275739
"5376",5376,5376,"Haemulon_vittatum","Haemulon vittatum",1021254
"5377",5377,5377,"Haemulon_aurolineatum","Haemulon aurolineatum",158807
"5378",5378,5378,"Xenistius_californiensis","Xenistius californiensis",283178
"5379",5379,5379,"Haemulon_chrysargyreum","Haemulon chrysargyreum",275725
"5380",5380,5380,"Anisotremus_moricandi","Anisotremus moricandi",279620
"5381",5381,5381,"Anisotremus_virginicus","Anisotremus virginicus",279625
"5382",5382,5382,"Anisotremus_taeniatus","Anisotremus taeniatus",279624
"5383",5383,5383,"Anisotremus_surinamensis","Anisotremus surinamensis",279623
"5384",5384,5384,"Anisotremus_caesius","Anisotremus caesius",279616
"5385",5385,5385,"Anisotremus_interruptus","Anisotremus interruptus",279619
"5386",5386,5386,"Anisotremus_davidsonii","Anisotremus davidsonii",279617
"5387",5387,5387,"Anisotremus_scapularis","Anisotremus scapularis",279622
"5388",5388,5388,"Genyatremus_luteus","Genyatremus luteus",280829
"5389",5389,5389,"Genyatremus_cavifrons","Genyatremus cavifrons",889883
"5390",5390,5390,"Genyatremus_pacifici","Genyatremus pacifici",995104
"5391",5391,5391,"Genyatremus_dovii","Genyatremus dovii",995103
"5392",5392,5392,"Pomadasys_panamensis","Pomadasys panamensis",273509
"5393",5393,5393,"Pomadasys_macracanthus","Pomadasys macracanthus",273508
"5394",5394,5394,"Pomadasys_corvinaeformis","Pomadasys corvinaeformis",273504
"5395",5395,5395,"Haemulopsis_elongatus","Haemulopsis elongatus",280974
"5396",5396,5396,"Haemulopsis_axillaris","Haemulopsis axillaris",280973
"5397",5397,5397,"Haemulopsis_nitidus","Haemulopsis nitidus",280976
"5398",5398,5398,"Haemulopsis_leuciscus","Haemulopsis leuciscus",280975
"5399",5399,5399,"Conodon_serrifer","Conodon serrifer",280387
"5400",5400,5400,"Conodon_nobilis","Conodon nobilis",280386
"5401",5401,5401,"Xenichthys_xanti","Xenichthys xanti",283177
"5402",5402,5402,"Pomadasys_branickii","Pomadasys branickii",273503
"5403",5403,5403,"Pomadasys_crocro","Pomadasys crocro",273505
"5404",5404,5404,"Emmelichthyops_atlanticus","Emmelichthyops atlanticus",280669
"5405",5405,5405,"Isacia_conceptionis","Isacia conceptionis",281184
"5406",5406,5406,"Microlepidotus_inornatus","Microlepidotus inornatus",281560
"5407",5407,5407,"Microlepidotus_brevipinnis","Microlepidotus brevipinnis",281559
"5408",5408,5408,"Orthopristis_reddingi","Orthopristis reddingi",275745
"5409",5409,5409,"Orthopristis_chalceus","Orthopristis chalceus",275741
"5410",5410,5410,"Orthopristis_ruber","Orthopristis ruber",275746
"5411",5411,5411,"Orthopristis_chrysoptera","Orthopristis chrysoptera",158810
"5412",5412,5412,"Pomadasys_striatus","Pomadasys striatus",218562
"5413",5413,5413,"Pomadasys_argyreus","Pomadasys argyreus",273499
"5414",5414,5414,"Pomadasys_maculatus","Pomadasys maculatus",218568
"5415",5415,5415,"Pomadasys_furcatus","Pomadasys furcatus",218558
"5416",5416,5416,"Pomadasys_argenteus","Pomadasys argenteus",218570
"5417",5417,5417,"Pomadasys_kaakan","Pomadasys kaakan",218566
"5418",5418,5418,"Pomadasys_stridens","Pomadasys stridens",126948
"5419",5419,5419,"Brachydeuterus_auritus","Brachydeuterus auritus",126943
"5420",5420,5420,"Pomadasys_incisus","Pomadasys incisus",126947
"5421",5421,5421,"Pomadasys_olivaceus","Pomadasys olivaceus",218565
"5422",5422,5422,"Pomadasys_perotaei","Pomadasys perotaei",273510
"5423",5423,5423,"Diagramma_pictum","Diagramma pictum",218536
"5424",5424,5424,"Plectorhinchus_pictus","Plectorhinchus pictus",NA
"5425",5425,5425,"Plectorhinchus_flavomaculatus","Plectorhinchus flavomaculatus",218549
"5426",5426,5426,"Diagramma_labiosum","Diagramma labiosum",279261
"5427",5427,5427,"Diagramma_centurio","Diagramma centurio",474975
"5428",5428,5428,"Plectorhinchus_chaetodonoides","Plectorhinchus chaetodonoides",273483
"5429",5429,5429,"Plectorhinchus_lineatus","Plectorhinchus lineatus",273489
"5430",5430,5430,"Plectorhinchus_polytaenia","Plectorhinchus polytaenia",273494
"5431",5431,5431,"Plectorhinchus_diagrammus","Plectorhinchus diagrammus",273486
"5432",5432,5432,"Plectorhinchus_lessonii","Plectorhinchus lessonii",273488
"5433",5433,5433,"Plectorhinchus_picus","Plectorhinchus picus",NA
"5434",5434,5434,"Plectorhinchus_vittatus","Plectorhinchus vittatus",218545
"5435",5435,5435,"Plectorhinchus_gaterinus","Plectorhinchus gaterinus",218552
"5436",5436,5436,"Plectorhinchus_albovittatus","Plectorhinchus albovittatus",218548
"5437",5437,5437,"Plectorhinchus_schotaf","Plectorhinchus schotaf",218551
"5438",5438,5438,"Plectorhinchus_sordidus","Plectorhinchus sordidus",218556
"5439",5439,5439,"Plectorhinchus_playfairi","Plectorhinchus playfairi",218554
"5440",5440,5440,"Plectorhinchus_chubbi","Plectorhinchus chubbi",218541
"5441",5441,5441,"Plectorhinchus_chrysotaenia","Plectorhinchus chrysotaenia",273484
"5442",5442,5442,"Plectorhinchus_plagiodesmus","Plectorhinchus plagiodesmus",218553
"5443",5443,5443,"Plectorhinchus_gibbosus","Plectorhinchus gibbosus",NA
"5444",5444,5444,"Plectorhinchus_macrolepis","Plectorhinchus macrolepis",273490
"5445",5445,5445,"Plectorhinchus_cinctus","Plectorhinchus cinctus",273485
"5446",5446,5446,"Plectorhinchus_mediterraneus","Plectorhinchus mediterraneus",126946
"5447",5447,5447,"Parapristipoma_trilineatum","Parapristipoma trilineatum",273480
"5448",5448,5448,"Parapristipoma_octolineatum","Parapristipoma octolineatum",126945
"5449",5449,5449,"Lutjanus_madras","Lutjanus madras",218478
"5450",5450,5450,"Lutjanus_ophuysenii","Lutjanus ophuysenii",276545
"5451",5451,5451,"Lutjanus_vitta","Lutjanus vitta",218483
"5452",5452,5452,"Lutjanus_biguttatus","Lutjanus biguttatus",276525
"5453",5453,5453,"Lutjanus_lutjanus","Lutjanus lutjanus",218495
"5454",5454,5454,"Lutjanus_fulvus","Lutjanus fulvus",218475
"5455",5455,5455,"Lutjanus_bohar","Lutjanus bohar",218479
"5456",5456,5456,"Lutjanus_decussatus","Lutjanus decussatus",276530
"5457",5457,5457,"Lutjanus_russellii","Lutjanus russellii",218473
"5458",5458,5458,"Lutjanus_monostigma","Lutjanus monostigma",218474
"5459",5459,5459,"Lutjanus_carponotatus","Lutjanus carponotatus",276528
"5460",5460,5460,"Lutjanus_ehrenbergii","Lutjanus ehrenbergii",218489
"5461",5461,5461,"Lutjanus_fulviflamma","Lutjanus fulviflamma",218490
"5462",5462,5462,"Lutjanus_notatus","Lutjanus notatus",218476
"5463",5463,5463,"Lutjanus_quinquelineatus","Lutjanus quinquelineatus",218497
"5464",5464,5464,"Lutjanus_bengalensis","Lutjanus bengalensis",218484
"5465",5465,5465,"Lutjanus_kasmira","Lutjanus kasmira",218482
"5466",5466,5466,"Lutjanus_johnii","Lutjanus johnii",218496
"5467",5467,5467,"Lutjanus_rivulatus","Lutjanus rivulatus",218494
"5468",5468,5468,"Lutjanus_stellatus","Lutjanus stellatus",276550
"5469",5469,5469,"Lutjanus_campechanus","Lutjanus campechanus",159795
