"","...1","name","tiplabel","species","AphiaID"
"1",1,1,"Gambusia_marshi","Gambusia marshi",276138
"2",2,2,"Gambusia_panuco","Gambusia panuco",1016237
"3",3,3,"Gambusia_regani","Gambusia regani",1016236
"4",4,4,"Gambusia_aurata","Gambusia aurata",1013184
"5",5,5,"Gambusia_hurtadoi","Gambusia hurtadoi",1013947
"6",6,6,"Gambusia_gaigei","Gambusia gaigei",1015951
"7",7,7,"Gambusia_vittata","Gambusia vittata",1016238
"8",8,8,"Gambusia_atrora","Gambusia atrora",1013602
"9",9,9,"Gambusia_rhizophorae","Gambusia rhizophorae",276141
"10",10,10,"Gambusia_punctata","Gambusia punctata",1013995
"11",11,11,"Gambusia_zarskei","Gambusia zarskei",1007758
"12",12,12,"Gambusia_geiseri","Gambusia geiseri",1013951
"13",13,13,"Gambusia_speciosa","Gambusia speciosa",1021261
"14",14,14,"Gambusia_heterochir","Gambusia heterochir",276133
"15",15,15,"Gambusia_clarkhubbsi","Gambusia clarkhubbsi",1009643
"16",16,16,"Gambusia_krumholzi","Gambusia krumholzi",1013601
"17",17,17,"Gambusia_holbrooki","Gambusia holbrooki",276134
"18",18,18,"Gambusia_affinis","Gambusia affinis",159325
"19",19,19,"Gambusia_melapleura","Gambusia melapleura",1026892
"20",20,20,"Gambusia_wrayi","Gambusia wrayi",276143
"21",21,21,"Gambusia_hispaniolae","Gambusia hispaniolae",1013127
"22",22,22,"Gambusia_yucatana","Gambusia yucatana",422559
"23",23,23,"Gambusia_puncticulata","Gambusia puncticulata",NA
"24",24,24,"Gambusia_manni","Gambusia manni",276137
"25",25,25,"Gambusia_nicaraguensis","Gambusia nicaraguensis",276139
"26",26,26,"Gambusia_lemaitrei","Gambusia lemaitrei",276135
"27",27,27,"Gambusia_eurystoma","Gambusia eurystoma",1383654
"28",28,28,"Gambusia_sexradiata","Gambusia sexradiata",276142
"29",29,29,"Heterophallus_milleri","Heterophallus milleri",1011614
"30",30,30,"Heterophallus_rachovii","Heterophallus rachovii",1014178
"31",31,31,"Gambusia_luma","Gambusia luma",276136
"32",32,32,"Belonesox_belizanus","Belonesox belizanus",279891
"33",33,33,"Xiphophorus_malinche","Xiphophorus malinche",1011403
"34",34,34,"Xiphophorus_continens","Xiphophorus continens",1011406
"35",35,35,"Xiphophorus_nezahualcoyotl","Xiphophorus nezahualcoyotl",1011405
"36",36,36,"Xiphophorus_montezumae","Xiphophorus montezumae",1019001
"37",37,37,"Xiphophorus_cortezi","Xiphophorus cortezi",1524797
"38",38,38,"Xiphophorus_nigrensis","Xiphophorus nigrensis",1524798
"39",39,39,"Xiphophorus_pygmaeus","Xiphophorus pygmaeus",1014579
"40",40,40,"Xiphophorus_andersi","Xiphophorus andersi",1012400
"41",41,41,"Xiphophorus_couchianus","Xiphophorus couchianus",1020877
"42",42,42,"Xiphophorus_gordoni","Xiphophorus gordoni",1013617
"43",43,43,"Xiphophorus_meyeri","Xiphophorus meyeri",1011782
"44",44,44,"Xiphophorus_evelynae","Xiphophorus evelynae",1524792
"45",45,45,"Xiphophorus_variatus","Xiphophorus variatus",1018625
"46",46,46,"Xiphophorus_milleri","Xiphophorus milleri",283198
"47",47,47,"Xiphophorus_maculatus","Xiphophorus maculatus",862549
"48",48,48,"Xiphophorus_xiphidium","Xiphophorus xiphidium",1015734
"49",49,49,"Xiphophorus_clemenciae","Xiphophorus clemenciae",1013858
"50",50,50,"Xiphophorus_alvarezi","Xiphophorus alvarezi",1013802
"51",51,51,"Xiphophorus_hellerii","Xiphophorus hellerii",283197
"52",52,52,"Xiphophorus_signum","Xiphophorus signum",1013268
"53",53,53,"Xiphophorus_mayae","Xiphophorus mayae",1009845
"54",54,54,"Xiphophorus_kallmani","Xiphophorus kallmani",1009571
"55",55,55,"Xiphophorus_mixei","Xiphophorus mixei",1009470
"56",56,56,"Xiphophorus_monticolus","Xiphophorus monticolus",1009485
"57",57,57,"Pseudoxiphophorus_obliquus","Pseudoxiphophorus obliquus",1012516
"58",58,58,"Pseudoxiphophorus_bimaculatus","Pseudoxiphophorus bimaculatus",1351416
"59",59,59,"Pseudoxiphophorus_jonesii","Pseudoxiphophorus jonesii",1253521
"60",60,60,"Priapella_compressa","Priapella compressa",1014292
"61",61,61,"Priapella_lacandonae","Priapella lacandonae",1007828
"62",62,62,"Priapella_chamulae","Priapella chamulae",1008916
"63",63,63,"Priapella_olmecae","Priapella olmecae",1011407
"64",64,64,"Priapella_intermedia","Priapella intermedia",1014125
"65",65,65,"Scolichthys_greenwayi","Scolichthys greenwayi",1383617
"66",66,66,"Carlhubbsia_kidderi","Carlhubbsia kidderi",1525356
"67",67,67,"Carlhubbsia_stuarti","Carlhubbsia stuarti",1013832
"68",68,68,"Poeciliopsis_sonoriensis","Poeciliopsis sonoriensis",1021276
"69",69,69,"Poeciliopsis_occidentalis","Poeciliopsis occidentalis",1021674
"70",70,70,"Poeciliopsis_lucida","Poeciliopsis lucida",1013764
"71",71,71,"Poeciliopsis_prolifica","Poeciliopsis prolifica",282307
"72",72,72,"Poeciliopsis_infans","Poeciliopsis infans",1014626
"73",73,73,"Poeciliopsis_viriosa","Poeciliopsis viriosa",1007624
"74",74,74,"Poeciliopsis_monacha","Poeciliopsis monacha",1013768
"75",75,75,"Poeciliopsis_latidens","Poeciliopsis latidens",282306
"76",76,76,"Poeciliopsis_fasciata","Poeciliopsis fasciata",282305
"77",77,77,"Poeciliopsis_baenschi","Poeciliopsis baenschi",1383825
"78",78,78,"Poeciliopsis_catemaco","Poeciliopsis catemaco",1012836
"79",79,79,"Poeciliopsis_hnilickai","Poeciliopsis hnilickai",1012305
"80",80,80,"Poeciliopsis_gracilis","Poeciliopsis gracilis",1016360
"81",81,81,"Poeciliopsis_pleurospilus","Poeciliopsis pleurospilus",1020869
"82",82,82,"Poeciliopsis_turneri","Poeciliopsis turneri",1012835
"83",83,83,"Poeciliopsis_presidionis","Poeciliopsis presidionis",1026893
"84",84,84,"Poeciliopsis_turrubarensis","Poeciliopsis turrubarensis",282308
"85",85,85,"Poeciliopsis_scarlli","Poeciliopsis scarlli",1011934
"86",86,86,"Poeciliopsis_elongata","Poeciliopsis elongata",282304
"87",87,87,"Poeciliopsis_retropinna","Poeciliopsis retropinna",1018210
"88",88,88,"Poeciliopsis_paucimaculata","Poeciliopsis paucimaculata",1013335
"89",89,89,"Neoheterandria_elegans","Neoheterandria elegans",1017125
"90",90,90,"Neoheterandria_tridentiger","Neoheterandria tridentiger",1019345
"91",91,91,"Priapichthys_puetzi","Priapichthys puetzi",1010704
"92",92,92,"Priapichthys_annectens","Priapichthys annectens",1018339
"93",93,93,"Brachyrhaphis_cascajalensis","Brachyrhaphis cascajalensis",279988
"94",94,94,"Brachyrhaphis_parismina","Brachyrhaphis parismina",1017617
"95",95,95,"Xenophallus_umbratilis","Xenophallus umbratilis",1017614
"96",96,96,"Phallichthys_quadripunctatus","Phallichthys quadripunctatus",1012483
"97",97,97,"Phallichthys_tico","Phallichthys tico",1383585
"98",98,98,"Brachyrhaphis_roseni","Brachyrhaphis roseni",1383858
"99",99,99,"Brachyrhaphis_terrabensis","Brachyrhaphis terrabensis",1018340
"100",100,100,"Brachyrhaphis_rhabdophora","Brachyrhaphis rhabdophora",1018212
"101",101,101,"Brachyrhaphis_episcopi","Brachyrhaphis episcopi",1017438
"102",102,102,"Brachyrhaphis_holdridgei","Brachyrhaphis holdridgei",1013336
"103",103,103,"Phallichthys_amates","Phallichthys amates",1026891
"104",104,104,"Brachyrhaphis_hartwegi","Brachyrhaphis hartwegi",1012460
"105",105,105,"Alfaro_huberi","Alfaro huberi",1016646
"106",106,106,"Alfaro_cultratus","Alfaro cultratus",1017616
"107",107,107,"Heterandria_formosa","Heterandria formosa",281052
"108",108,108,"Pseudopoecilia_festae","Pseudopoecilia festae",1019176
"109",109,109,"Girardinus_metallicus","Girardinus metallicus",1014538
"110",110,110,"Girardinus_microdactylus","Girardinus microdactylus",1014522
"111",111,111,"Girardinus_creolus","Girardinus creolus",1383109
"112",112,112,"Girardinus_uninotatus","Girardinus uninotatus",1018709
"113",113,113,"Girardinus_falcatus","Girardinus falcatus",1014540
"114",114,114,"Girardinus_denticulatus","Girardinus denticulatus",1019315
"115",115,115,"Quintana_atrizona","Quintana atrizona",1014650
"116",116,116,"Limia_melanonotata","Limia melanonotata",1016605
"117",117,117,"Limia_perugiae","Limia perugiae",1018425
"118",118,118,"Limia_nigrofasciata","Limia nigrofasciata",1017366
"119",119,119,"Limia_pauciradiata","Limia pauciradiata",1012417
"120",120,120,"Limia_dominicensis","Limia dominicensis",1021991
"121",121,121,"Limia_tridens","Limia tridens",1019716
"122",122,122,"Limia_vittata","Limia vittata",281357
"123",123,123,"Limia_caymanensis","Limia caymanensis",281355
"124",124,124,"Limia_zonata","Limia zonata",1017187
"125",125,125,"Limia_versicolor","Limia versicolor",1020892
"126",126,126,"Limia_melanogaster","Limia melanogaster",1020915
"127",127,127,"Limia_heterandria","Limia heterandria",1017222
"128",128,128,"Pamphorichthys_scalpridens","Pamphorichthys scalpridens",1026423
"129",129,129,"Pamphorichthys_minor","Pamphorichthys minor",1019342
"130",130,130,"Pamphorichthys_hollandi","Pamphorichthys hollandi",1525805
"131",131,131,"Pamphorichthys_araguaiensis","Pamphorichthys araguaiensis",1007444
"132",132,132,"Pamphorichthys_hasemani","Pamphorichthys hasemani",1525804
"133",133,133,"Poecilia_gillii","Poecilia gillii",1021097
"134",134,134,"Poecilia_orri","Poecilia orri",275350
"135",135,135,"Poecilia_sulphuraria","Poecilia sulphuraria",1014323
"136",136,136,"Poecilia_mexicana","Poecilia mexicana",275349
"137",137,137,"Poecilia_butleri","Poecilia butleri",1019678
"138",138,138,"Poecilia_sphenops","Poecilia sphenops",275351
"139",139,139,"Poecilia_catemaconis","Poecilia catemaconis",1012838
"140",140,140,"Poecilia_velifera","Poecilia velifera",275352
"141",141,141,"Poecilia_latipinna","Poecilia latipinna",275348
"142",142,142,"Poecilia_petenensis","Poecilia petenensis",1017393
"143",143,143,"Poecilia_latipunctata","Poecilia latipunctata",1018571
"144",144,144,"Poecilia_caucana","Poecilia caucana",1020045
"145",145,145,"Poecilia_vivipara","Poecilia vivipara",275353
"146",146,146,"Micropoecilia_branneri","Micropoecilia branneri",1017940
"147",147,147,"Micropoecilia_bifurca","Micropoecilia bifurca",1017923
"148",148,148,"Poecilia_parae","Poecilia parae",307990
"149",149,149,"Micropoecilia_picta","Micropoecilia picta",281568
"150",150,150,"Poecilia_obscura","Poecilia obscura",1008199
"151",151,151,"Poecilia_reticulata","Poecilia reticulata",154400
"152",152,152,"Poecilia_wingei","Poecilia wingei",1009116
"153",153,153,"Cnesterodon_decemmaculatus","Cnesterodon decemmaculatus",NA
"154",154,154,"Cnesterodon_hypselurus","Cnesterodon hypselurus",1384269
"155",155,155,"Phalloptychus_januarius","Phalloptychus januarius",1019722
"156",156,156,"Xenodexia_ctenolepis","Xenodexia ctenolepis",1014217
"157",157,157,"Jenynsia_onca","Jenynsia onca",1384280
"158",158,158,"Anableps_anableps","Anableps anableps",NA
"159",159,159,"Jenynsia_maculata","Jenynsia maculata",1018381
"160",160,160,"Jenynsia_lineata","Jenynsia lineata",1022231
"161",161,161,"Oxyzygonectes_dovii","Oxyzygonectes dovii",281963
"162",162,162,"Orestias_parinacotensis","Orestias parinacotensis",1012222
"163",163,163,"Orestias_piacotensis","Orestias piacotensis",1008940
"164",164,164,"Orestias_laucaensis","Orestias laucaensis",1012157
"165",165,165,"Orestias_chungarensis","Orestias chungarensis",1011671
"166",166,166,"Orestias_puni","Orestias puni",1525125
"167",167,167,"Orestias_ascotanensis","Orestias ascotanensis",1012044
"168",168,168,"Orestias_agassizii","Orestias agassizii",1014544
"169",169,169,"Orestias_gloriae","Orestias gloriae",1384640
"170",170,170,"Orestias_gilsoni","Orestias gilsoni",1014500
"171",171,171,"Orestias_imarpe","Orestias imarpe",1012048
"172",172,172,"Orestias_silustani","Orestias silustani",1014647
"173",173,173,"Orestias_luteus","Orestias luteus",1012101
"174",174,174,"Orestias_ispi","Orestias ispi",1012303
"175",175,175,"Cyprinodon_albivelis","Cyprinodon albivelis",1009835
"176",176,176,"Cyprinodon_pisteri","Cyprinodon pisteri",1009834
"177",177,177,"Cyprinodon_macularius","Cyprinodon macularius",1018286
"178",178,178,"Cyprinodon_eremus","Cyprinodon eremus",1524135
"179",179,179,"Cyprinodon_radiosus","Cyprinodon radiosus",1014300
"180",180,180,"Cyprinodon_diabolis","Cyprinodon diabolis",1015867
"181",181,181,"Cyprinodon_nevadensis_nevadensis","Cyprinodon nevadensis_nevadensis",1627306
"182",182,182,"Cyprinodon_salinus_salinus","Cyprinodon salinus_salinus",276022
"183",183,183,"Cyprinodon_fontinalis","Cyprinodon fontinalis",1012439
"184",184,184,"Cyprinodon_meeki","Cyprinodon meeki",1012784
"185",185,185,"Cyprinodon_nazas","Cyprinodon nazas",1012785
"186",186,186,"Cyprinodon_bifasciatus","Cyprinodon bifasciatus",1013298
"187",187,187,"Cyprinodon_atrorus","Cyprinodon atrorus",1383621
"188",188,188,"Cyprinodon_macrolepis","Cyprinodon macrolepis",1012783
"189",189,189,"Cyprinodon_eximius","Cyprinodon eximius",1021265
"190",190,190,"Cyprinodon_pachycephalus","Cyprinodon pachycephalus",1011874
"191",191,191,"Cyprinodon_alvarezi","Cyprinodon alvarezi",1383664
"192",192,192,"Cyprinodon_veronicae","Cyprinodon veronicae",1011056
"193",193,193,"Cyprinodon_riverendi","Cyprinodon riverendi",1014931
"194",194,194,"Cyprinodon_variegatus_variegatus","Cyprinodon variegatus_variegatus",293574
"195",195,195,"Cyprinodon_hubbsi","Cyprinodon hubbsi",1015146
"196",196,196,"Cyprinodon_higuey","Cyprinodon higuey",1011400
"197",197,197,"Cyprinodon_tularosa","Cyprinodon tularosa",276023
"198",198,198,"Cyprinodon_dearborni","Cyprinodon dearborni",1015000
"199",199,199,"Cyprinodon_variegatus_ovinus","Cyprinodon variegatus_ovinus",1626947
"200",200,200,"Cyprinodon_nichollsi","Cyprinodon nichollsi",1011514
"201",201,201,"Cyprinodon_bondi","Cyprinodon bondi",276020
"202",202,202,"Cyprinodon_bovinus","Cyprinodon bovinus",1021646
"203",203,203,"Cyprinodon_pecosensis","Cyprinodon pecosensis",1012583
"204",204,204,"Cyprinodon_elegans","Cyprinodon elegans",1021647
"205",205,205,"Cyprinodon_rubrofluviatilis","Cyprinodon rubrofluviatilis",1363916
"206",206,206,"Cyprinodon_artifrons","Cyprinodon artifrons",276018
"207",207,207,"Megupsilon_aporus","Megupsilon aporus",1383637
"208",208,208,"Jordanella_floridae","Jordanella floridae",281204
"209",209,209,"Cualac_tessellatus","Cualac tessellatus",1013973
"210",210,210,"Floridichthys_polyommus","Floridichthys polyommus",1015175
"211",211,211,"Floridichthys_carpio","Floridichthys carpio",280790
"212",212,212,"Garmanella_pulchra","Garmanella pulchra",280816
"213",213,213,"Fundulus_bermudae","Fundulus bermudae",276029
"214",214,214,"Fundulus_relictus","Fundulus relictus",1383930
"215",215,215,"Fundulus_heteroclitus_heteroclitus","Fundulus heteroclitus_heteroclitus",293599
"216",216,216,"Fundulus_grandis","Fundulus grandis",276030
"217",217,217,"Fundulus_jenkinsi","Fundulus jenkinsi",276031
"218",218,218,"Fundulus_pulvereus","Fundulus pulvereus",276033
"219",219,219,"Fundulus_confluentus","Fundulus confluentus",159294
"220",220,220,"Fundulus_bifax","Fundulus bifax",1011780
"221",221,221,"Fundulus_stellifer","Fundulus stellifer",1020268
"222",222,222,"Fundulus_catenatus","Fundulus catenatus",1022012
"223",223,223,"Fundulus_diaphanus_diaphanus","Fundulus diaphanus_diaphanus",295850
"224",224,224,"Fundulus_waccamensis","Fundulus waccamensis",1014366
"225",225,225,"Fundulus_rathbuni","Fundulus rathbuni",1019684
"226",226,226,"Fundulus_seminolis","Fundulus seminolis",422557
"227",227,227,"Fundulus_julisia","Fundulus julisia",1012239
"228",228,228,"Fundulus_similis","Fundulus similis",276034
"229",229,229,"Fundulus_majalis","Fundulus majalis",159308
"230",230,230,"Fundulus_escambiae","Fundulus escambiae",1019791
"231",231,231,"Fundulus_nottii","Fundulus nottii",1027014
"232",232,232,"Fundulus_lineolatus","Fundulus lineolatus",1021623
"233",233,233,"Fundulus_blairae","Fundulus blairae",1012833
"234",234,234,"Fundulus_dispar","Fundulus dispar",1021616
"235",235,235,"Fundulus_olivaceus","Fundulus olivaceus",1021272
"236",236,236,"Fundulus_euryzonus","Fundulus euryzonus",1012319
"237",237,237,"Fundulus_notatus","Fundulus notatus",1020951
"238",238,238,"Fundulus_cingulatus","Fundulus cingulatus",1019839
"239",239,239,"Fundulus_rubrifrons","Fundulus rubrifrons",1020036
"240",240,240,"Adinia_xenica","Adinia xenica",279509
"241",241,241,"Fundulus_luciae","Fundulus luciae",159307
"242",242,242,"Fundulus_chrysotus","Fundulus chrysotus",NA
"243",243,243,"Fundulus_zebrinus","Fundulus zebrinus",276035
"244",244,244,"Fundulus_kansae","Fundulus kansae",1019307
"245",245,245,"Fundulus_sciadicus","Fundulus sciadicus",1019584
"246",246,246,"Lucania_goodei","Lucania goodei",422558
"247",247,247,"Lucania_parva","Lucania parva",159310
"248",248,248,"Fundulus_lima","Fundulus lima",1018197
"249",249,249,"Fundulus_parvipinnis","Fundulus parvipinnis",276032
"250",250,250,"Allotoca_diazi","Allotoca diazi",279566
"251",251,251,"Allotoca_meeki","Allotoca meeki",1013868
"252",252,252,"Allotoca_catarinae","Allotoca catarinae",1014717
"253",253,253,"Allotoca_zacapuensis","Allotoca zacapuensis",1009956
"254",254,254,"Allotoca_dugesii","Allotoca dugesii",1026652
"255",255,255,"Allotoca_goslinei","Allotoca goslinei",1011667
"256",256,256,"Allotoca_maculata","Allotoca maculata",1012438
"257",257,257,"Allotoca_regalis","Allotoca regalis",1013870
"258",258,258,"Skiffia_multipunctata","Skiffia multipunctata",1259687
"259",259,259,"Skiffia_francesae","Skiffia francesae",1012581
"260",260,260,"Skiffia_lermae","Skiffia lermae",1249856
"261",261,261,"Hubbsina_turneri","Hubbsina turneri",1014835
"262",262,262,"Skiffia_bilineata","Skiffia bilineata",1019802
"263",263,263,"Girardinichthys_viviparus","Girardinichthys viviparus",1022563
"264",264,264,"Girardinichthys_multiradiatus","Girardinichthys multiradiatus",1016200
"265",265,265,"Ataeniobius_toweri","Ataeniobius toweri",1018650
"266",266,266,"Chapalichthys_pardalis","Chapalichthys pardalis",1013608
"267",267,267,"Chapalichthys_encaustus","Chapalichthys encaustus",1019062
"268",268,268,"Xenotoca_variata","Xenotoca variata",1019792
"269",269,269,"Alloophorus_robustus","Alloophorus robustus",1019558
"270",270,270,"Zoogoneticus_quitzeoensis","Zoogoneticus quitzeoensis",1026887
"271",271,271,"Zoogoneticus_tequila","Zoogoneticus tequila",1010417
"272",272,272,"Xenoophorus_captivus","Xenoophorus captivus",1014910
"273",273,273,"Xenotoca_melanosoma","Xenotoca melanosoma",1013075
"274",274,274,"Xenotoca_eiseni","Xenotoca eiseni",1019288
"275",275,275,"Goodea_gracilis","Goodea gracilis",1014908
"276",276,276,"Goodea_atripinnis","Goodea atripinnis",988971
"277",277,277,"Allodontichthys_hubbsi","Allodontichthys hubbsi",1012427
"278",278,278,"Allodontichthys_tamazulae","Allodontichthys tamazulae",1014363
"279",279,279,"Allodontichthys_polylepis","Allodontichthys polylepis",1011767
"280",280,280,"Allodontichthys_zonistius","Allodontichthys zonistius",1525440
"281",281,281,"Xenotaenia_resolanae","Xenotaenia resolanae",1014362
"282",282,282,"Ilyodon_xantusi","Ilyodon xantusi",1525264
"283",283,283,"Ilyodon_furcidens","Ilyodon furcidens",1019955
"284",284,284,"Ilyodon_whitei","Ilyodon whitei",1018623
"285",285,285,"Ameca_splendens","Ameca splendens",1013148
"286",286,286,"Characodon_audax","Characodon audax",1011873
"287",287,287,"Characodon_lateralis","Characodon lateralis",1020858
"288",288,288,"Empetrichthys_latos_latos","Empetrichthys latos_latos",1627307
"289",289,289,"Crenichthys_baileyi_baileyi","Crenichthys baileyi_baileyi",1627304
"290",290,290,"Profundulus_candalarius","Profundulus candalarius",1016399
"291",291,291,"Profundulus_labialis","Profundulus labialis",1020888
"292",292,292,"Profundulus_portillorum","Profundulus portillorum",1008087
"293",293,293,"Profundulus_hildebrandi","Profundulus hildebrandi",1014220
"294",294,294,"Profundulus_punctatus","Profundulus punctatus",1015180
"295",295,295,"Profundulus_oaxacae","Profundulus oaxacae",1253523
"296",296,296,"Profundulus_guatemalensis","Profundulus guatemalensis",1020887
"297",297,297,"Aphanius_mesopotamicus","Aphanius mesopotamicus",1384545
"298",298,298,"Aphanius_sophiae","Aphanius sophiae",1021949
"299",299,299,"Aphanius_arakensis","Aphanius arakensis",1007641
"300",300,300,"Aphanius_farsicus","Aphanius farsicus",1007780
"301",301,301,"Aphanius_isfahanensis","Aphanius isfahanensis",1008920
"302",302,302,"Aphanius_vladykovi","Aphanius vladykovi",1011759
"303",303,303,"Aphanius_splendens","Aphanius splendens",1525070
"304",304,304,"Aphanius_sureyanus","Aphanius sureyanus",1015224
"305",305,305,"Aphanius_transgrediens","Aphanius transgrediens",1525045
"306",306,306,"Aphanius_anatoliae","Aphanius anatoliae",1026457
"307",307,307,"Aphanius_danfordii","Aphanius danfordii",NA
"308",308,308,"Aphanius_villwocki","Aphanius villwocki",1384299
"309",309,309,"Aphanius_fasciatus","Aphanius fasciatus",NA
"310",310,310,"Aphanius_saourensis","Aphanius saourensis",1009002
"311",311,311,"Aphanius_iberus","Aphanius iberus",126429
"312",312,312,"Aphanius_chantrei","Aphanius chantrei",NA
"313",313,313,"Aphanius_dispar_dispar","Aphanius dispar_dispar",293545
"314",314,314,"Aphanius_dispar_richardsoni","Aphanius dispar_richardsoni",293544
"315",315,315,"Aphanius_ginaonis","Aphanius ginaonis",1015983
"316",316,316,"Aphanius_sirhani","Aphanius sirhani",1012151
"317",317,317,"Aphanius_mento","Aphanius mento",1022156
"318",318,318,"Valencia_letourneuxi","Valencia letourneuxi",1020039
"319",319,319,"Valencia_hispanica","Valencia hispanica",1022014
"320",320,320,"Austrofundulus_leoni","Austrofundulus leoni",1009289
"321",321,321,"Austrofundulus_limnaeus","Austrofundulus limnaeus",1014269
"322",322,322,"Austrofundulus_transilis","Austrofundulus transilis",1015690
"323",323,323,"Austrofundulus_rupununi","Austrofundulus rupununi",1384325
"324",324,324,"Austrofundulus_leohoignei","Austrofundulus leohoignei",1009288
"325",325,325,"Austrofundulus_guajira","Austrofundulus guajira",1009290
"326",326,326,"Rachovia_pyropunctata","Rachovia pyropunctata",1012543
"327",327,327,"Rachovia_brevis","Rachovia brevis",1013925
"328",328,328,"Rachovia_maculipinnis","Rachovia maculipinnis",1013577
"329",329,329,"Pterolebias_hoignei","Pterolebias hoignei",1383649
"330",330,330,"Gnatholebias_zonatus","Gnatholebias zonatus",1623423
"331",331,331,"Llanolebias_stellifer","Llanolebias stellifer",1012971
"332",332,332,"Micromoema_xiphophora","Micromoema xiphophora",1011193
"333",333,333,"Terranatos_dolichopterus","Terranatos dolichopterus",1013391
"334",334,334,"Pterolebias_longipinnis","Pterolebias longipinnis",1014047
"335",335,335,"Pterolebias_phasianus","Pterolebias phasianus",1011758
"336",336,336,"Renova_oscari","Renova oscari",1010839
"337",337,337,"Trigonectes_aplocheiloides","Trigonectes aplocheiloides",1010841
"338",338,338,"Trigonectes_balzanii","Trigonectes balzanii",1016877
"339",339,339,"Trigonectes_rubromarginatus","Trigonectes rubromarginatus",1008787
"340",340,340,"Neofundulus_ornatipinnis","Neofundulus ornatipinnis",1015254
"341",341,341,"Neofundulus_paraguayensis","Neofundulus paraguayensis",1018719
"342",342,342,"Moema_piriana","Moema piriana",1011510
"343",343,343,"Moema_staecki","Moema staecki",1011703
"344",344,344,"Aphyolebias_peruensis","Aphyolebias peruensis",1014084
"345",345,345,"Anablepsoides_ophiomimus","Anablepsoides ophiomimus",1011185
"346",346,346,"Anablepsoides_rubrolineatus","Anablepsoides rubrolineatus",1012354
"347",347,347,"Anablepsoides_iridescens","Anablepsoides iridescens",1012357
"348",348,348,"Anablepsoides_jucundus","Anablepsoides jucundus",1525871
"349",349,349,"Anablepsoides_cryptocallus","Anablepsoides cryptocallus",1012458
"350",350,350,"Anablepsoides_deltaphilus","Anablepsoides deltaphilus",1012176
"351",351,351,"Anablepsoides_urophthalmus","Anablepsoides urophthalmus",1020311
"352",352,352,"Anablepsoides_stagnatus","Anablepsoides stagnatus",1017958
"353",353,353,"Anablepsoides_waimacui","Anablepsoides waimacui",1017959
"354",354,354,"Anablepsoides_amphoreus","Anablepsoides amphoreus",1012515
"355",355,355,"Anablepsoides_immaculatus","Anablepsoides immaculatus",1011330
"356",356,356,"Anablepsoides_hartii","Anablepsoides hartii",1019651
"357",357,357,"Melanorivulus_apiamici","Melanorivulus apiamici",1011577
"358",358,358,"Melanorivulus_pictus","Melanorivulus pictus",1011590
"359",359,359,"Melanorivulus_punctatus","Melanorivulus punctatus",1019338
"360",360,360,"Melanorivulus_violaceus","Melanorivulus violaceus",1011326
"361",361,361,"Cynodonichthys_fuscolineatus","Cynodonichthys fuscolineatus",1012456
"362",362,362,"Cynodonichthys_isthmensis","Cynodonichthys isthmensis",1018321
"363",363,363,"Cynodonichthys_tenuis","Cynodonichthys tenuis",1018561
"364",364,364,"Cynodonichthys_weberi","Cynodonichthys weberi",1011182
"365",365,365,"Cynodonichthys_frommi","Cynodonichthys frommi",1011070
"366",366,366,"Cynodonichthys_brunneus","Cynodonichthys brunneus",1017423
"367",367,367,"Cynodonichthys_birkhahni","Cynodonichthys birkhahni",1011188
"368",368,368,"Cynodonichthys_magdalenae","Cynodonichthys magdalenae",1014799
"369",369,369,"Cynodonichthys_chucunaque","Cynodonichthys chucunaque",1026951
"370",370,370,"Cynodonichthys_hildebrandi","Cynodonichthys hildebrandi",1015001
"371",371,371,"Cynodonichthys_uroflammeus","Cynodonichthys uroflammeus",1012449
"372",372,372,"Maratecoara_formosa","Maratecoara formosa",1010838
"373",373,373,"Maratecoara_lacortei","Maratecoara lacortei",1525889
"374",374,374,"Pituna_poranga","Pituna poranga",1010581
"375",375,375,"Papiliolebias_bitteri","Papiliolebias bitteri",1011593
"376",376,376,"Plesiolebias_aruana","Plesiolebias aruana",1011336
"377",377,377,"Atlantirivulus_janeiroensis","Atlantirivulus janeiroensis",1011331
"378",378,378,"Atlantirivulus_luelingi","Atlantirivulus luelingi",1524160
"379",379,379,"Atlantirivulus_haraldsiolii","Atlantirivulus haraldsiolii",1012098
"380",380,380,"Atlantirivulus_santensis","Atlantirivulus santensis",1016364
"381",381,381,"Laimosemion_lyricauda","Laimosemion lyricauda",1011332
"382",382,382,"Laimosemion_paryagi","Laimosemion paryagi",1007634
"383",383,383,"Laimosemion_mahdiaensis","Laimosemion mahdiaensis",1009040
"384",384,384,"Laimosemion_gransabanae","Laimosemion gransabanae",1011197
"385",385,385,"Laimosemion_breviceps","Laimosemion breviceps",1017960
"386",386,386,"Laimosemion_strigatus","Laimosemion strigatus",1017563
"387",387,387,"Laimosemion_geayi","Laimosemion geayi",1019055
"388",388,388,"Laimosemion_agilae","Laimosemion agilae",1026950
"389",389,389,"Laimosemion_xiphidius","Laimosemion xiphidius",1012514
"390",390,390,"Laimosemion_frenatus","Laimosemion frenatus",1017595
"391",391,391,"Laimosemion_tecminae","Laimosemion tecminae",1011198
"392",392,392,"Laimosemion_rectocaudatus","Laimosemion rectocaudatus",1012355
"393",393,393,"Laimosemion_kirovskyi","Laimosemion kirovskyi",1026956
"394",394,394,"Rivulus_insulaepinorum","Rivulus insulaepinorum",1012756
