"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation"
"1",361977,"Acanthochondria triangularis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria triangularis","adult","ectoparasitic",1021355,"Laemolyta taeniata","Animalia | Chordata | Teleostei | Characiformes | Anostomidae | Laemolyta | Laemolyta taeniata",NA,NA,NA,"Thatcher, V.E. (1998). Copepods and fishes in the Brazilian Amazon. In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Copepoda,  Journal of Marine Systems, Spec. Vol. 15(1-4):97"
"2",356584,"Acusicola tenax","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Acusicola | Acusicola tenax","adult","ectoparasitic",1022855,"Pomoxis annularis","Animalia | Chordata | Teleostei | Centrarchiformes | Centrarchidae | Pomoxis | Pomoxis annularis",NA,NA,NA,"Thatcher, V.E. (1991). Amazon fish parasites. Amazoniana 11(3-4):263-571."
"3",356585,"Ergasilus jaraquensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus jaraquensis","adult","ectoparasitic",1018426,"Semaprochilodus insignis","Animalia | Chordata | Teleostei | Characiformes | Prochilodontidae | Semaprochilodus | Semaprochilodus insignis",NA,NA,NA,"Thatcher, V.E. (1991). Amazon fish parasites. Amazoniana 11(3-4):263-571."
"4",356585,"Ergasilus jaraquensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus jaraquensis","adult","ectoparasitic",1018426,"Semaprochilodus insignis","Animalia | Chordata | Teleostei | Characiformes | Prochilodontidae | Semaprochilodus | Semaprochilodus insignis",NA,NA,NA,"Thatcher, V.E. (1998). Copepods and fishes in the Brazilian Amazon. In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Copepoda,  Journal of Marine Systems, Spec. Vol. 15(1-4):97"
"5",356585,"Ergasilus jaraquensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus jaraquensis","adult","ectoparasitic",1018426,"Semaprochilodus insignis","Animalia | Chordata | Teleostei | Characiformes | Prochilodontidae | Semaprochilodus | Semaprochilodus insignis",NA,NA,NA,"Thatcher, V.E. & B.A. Robertson. (1982). The parasitic crustaceans of fishes from the Brazilian Amazon, 3, Ergasilus jaraquensis, n. sp. (Copepoda: Cyclopoidea) from the gills of Semaprochilodus insignis (Schomburg K). Revista Brasileira de Biologia, Rio"
"6",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1018952,"Synodontis granulosus","Animalia | Chordata | Teleostei | Siluriformes | Mochokidae | Synodontis | Synodontis granulosus",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"7",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1019139,"Synodontis multipunctatus","Animalia | Chordata | Teleostei | Siluriformes | Mochokidae | Synodontis | Synodontis multipunctatus",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"8",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1018473,"Cyphotilapia frontosa","Animalia | Chordata | Teleostei | Cichliformes | Cichlidae | Cyphotilapia | Cyphotilapia frontosa",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"9",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1018896,"Bathybates fasciatus","Animalia | Chordata | Teleostei | Cichliformes | Cichlidae | Bathybates | Bathybates fasciatus",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"10",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1018399,"Bathybates minor","Animalia | Chordata | Teleostei | Cichliformes | Cichlidae | Bathybates | Bathybates minor",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"11",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1018397,"Haplotaxodon microlepis","Animalia | Chordata | Teleostei | Cichliformes | Cichlidae | Haplotaxodon | Haplotaxodon microlepis",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"12",356972,"Ergasilus megacheir","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus megacheir","adult","ectoparasitic",1017988,"Plecodus paradoxus","Animalia | Chordata | Teleostei | Cichliformes | Cichlidae | Plecodus | Plecodus paradoxus",NA,NA,NA,"Fryer, G. (1965). Crustacean parasites of African freshwater fishes, mostly collected during the expeditions to Lake Tanganyika, and to Lakes Kivu, Edward and Albert by the Institut Royal des Bulletin de l'Institut Royal des Sciences Naturelles de Belgiqu"
"13",356142,"Therodamas fluviatilis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Therodamas | Therodamas fluviatilis","adult","ectoparasitic",1016638,"Aphyocharax anisitsi","Animalia | Chordata | Teleostei | Characiformes | Characidae | Aphyocharax | Aphyocharax anisitsi",NA,NA,NA,"José de Paggi, S. (1976). Distribución espacial y temporal del zooplancton de un cuerpo de agua eutrófico, lago del Parque General Belgrano, Santa Fe. Physis, Buenos Aires, Sección B 35(91):171-183."
"14",356142,"Therodamas fluviatilis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Therodamas | Therodamas fluviatilis","adult","ectoparasitic",1018305,"Apareiodon affinis","Animalia | Chordata | Teleostei | Characiformes | Parodontidae | Apareiodon | Apareiodon affinis",NA,NA,NA,"Paggi, J.C. (1976). Diaptomus susanae: nueva especie de Diaptomidae hallada en la Provincia de Entre Rios, Republica Argentina. <em>Physis, Buenos Aires, Sección B.</em> 35(91):85-92, figs. 1-26 on pls. 1-2. (Nov 1976)(published 31-i-1977)."
"15",355056,"Ergasilus zacconis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus zacconis","adult","ectoparasitic",1026712,"Zacco platypus","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Zacco | Zacco platypus",NA,NA,NA,"Yamaguti, S. (1936). Parasitic copepods from fishes of Japan. Part 1. Cyclopoida, I. Kyoto Imperial University. Published by author. 1-8, pls. 1-5. (30-vii-1936)"
"16",354946,"Prehendorastrus bidentatus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Prehendorastrus | Prehendorastrus bidentatus","adult","ectoparasitic",281103,"Hypophthalmus edentatus","Animalia | Chordata | Teleostei | Siluriformes | Pimelodidae | Hypophthalmus | Hypophthalmus edentatus",NA,NA,NA,"Boeger, W.A. & V.E. Thatcher. (1990). Prehendorastrus n. g. (Poecilostomatoida, Ergasilidae) with descriptions of two new species from the gill rakers of Hypophthalmus spp. (Teleostei, Siluriformes) from the Brazilian Amazon. Systematic Parasitology 17(2)"
"17",354946,"Prehendorastrus bidentatus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Prehendorastrus | Prehendorastrus bidentatus","adult","ectoparasitic",1021302,"Hypophthalmus fimbriatus","Animalia | Chordata | Teleostei | Siluriformes | Pimelodidae | Hypophthalmus | Hypophthalmus fimbriatus",NA,NA,NA,"Boeger, W.A. & V.E. Thatcher. (1990). Prehendorastrus n. g. (Poecilostomatoida, Ergasilidae) with descriptions of two new species from the gill rakers of Hypophthalmus spp. (Teleostei, Siluriformes) from the Brazilian Amazon. Systematic Parasitology 17(2)"
"18",354947,"Prehendorastrus monodontus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Prehendorastrus | Prehendorastrus monodontus","adult","ectoparasitic",281103,"Hypophthalmus edentatus","Animalia | Chordata | Teleostei | Siluriformes | Pimelodidae | Hypophthalmus | Hypophthalmus edentatus",NA,NA,NA,"Boeger, W.A. & V.E. Thatcher. (1990). Prehendorastrus n. g. (Poecilostomatoida, Ergasilidae) with descriptions of two new species from the gill rakers of Hypophthalmus spp. (Teleostei, Siluriformes) from the Brazilian Amazon. Systematic Parasitology 17(2)"
"19",354947,"Prehendorastrus monodontus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Prehendorastrus | Prehendorastrus monodontus","adult","ectoparasitic",1021302,"Hypophthalmus fimbriatus","Animalia | Chordata | Teleostei | Siluriformes | Pimelodidae | Hypophthalmus | Hypophthalmus fimbriatus",NA,NA,NA,"Boeger, W.A. & V.E. Thatcher. (1990). Prehendorastrus n. g. (Poecilostomatoida, Ergasilidae) with descriptions of two new species from the gill rakers of Hypophthalmus spp. (Teleostei, Siluriformes) from the Brazilian Amazon. Systematic Parasitology 17(2)"
"20",354215,"Paraergasilus brevidigitus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Paraergasilus | Paraergasilus brevidigitus","adult","ectoparasitic",1014993,"Hemibarbus maculatus","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Hemibarbus | Hemibarbus maculatus",NA,NA,NA,"Yin, W.Y. (1962). Parasitic copepods and Branchiura of fresh-water fishes from north-east China and Inner Mongolia. <em>Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao.</em> 9(1):31-46, figs. 1-8, pl. 1. (ix-1962, Chinese with English summary)."
"21",354215,"Paraergasilus brevidigitus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Paraergasilus | Paraergasilus brevidigitus","adult","ectoparasitic",1026693,"Leuciscus waleckii","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Leuciscus | Leuciscus waleckii",NA,NA,NA,"Hanek, J. & A. Dulman. (1970). Parasitic copepods of some fish species from Mongolia. Folia Parasitologica, Ceske Bujedovice 17(1):77-80, fig. 1."
"22",354215,"Paraergasilus brevidigitus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Paraergasilus | Paraergasilus brevidigitus","adult","ectoparasitic",1026693,"Leuciscus waleckii","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Leuciscus | Leuciscus waleckii",NA,NA,NA,"Yin, W.Y. (1962). Parasitic copepods and Branchiura of fresh-water fishes from north-east China and Inner Mongolia. <em>Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao.</em> 9(1):31-46, figs. 1-8, pl. 1. (ix-1962, Chinese with English summary)."
"23",354219,"Paraergasilus medius","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Paraergasilus | Paraergasilus medius","adult","ectoparasitic",1022039,"Elopichthys bambusa","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Elopichthys | Elopichthys bambusa",NA,NA,NA,"Yin, W.Y. (1962). Parasitic copepods and Branchiura of fresh-water fishes from north-east China and Inner Mongolia. <em>Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao.</em> 9(1):31-46, figs. 1-8, pl. 1. (ix-1962, Chinese with English summary)."
"24",360012,"Ergasilus turucuyus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus turucuyus","adult","ectoparasitic",1417992,"Acestrorhynchus falcirostris","Animalia | Chordata | Teleostei | Characiformes | Acestrorhynchidae | Acestrorhynchus | Acestrorhynchus falcirostris",NA,NA,NA,"Malta, J.C.O. & A. Varella. (1996). Ergasilus turucuyus sp. n. (Copepoda: Ergasilidae) das brânquias de Acestrorhynchus falcatus (Bloch, 1794) e A. falcirostris (Cuvier, 1819) (Characiformes: Characidae) da Amazônia brasileira. Acta Amazonica 26(1/2):69-7"
"25",360012,"Ergasilus turucuyus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus turucuyus","adult","ectoparasitic",1013662,"Hemibrycon surinamensis","Animalia | Chordata | Teleostei | Characiformes | Characidae | Hemibrycon | Hemibrycon surinamensis",NA,NA,NA,"Oliveira, M.S.B., L.L. Corrêa, D.O. Ferreira, L.R. Neves & M. Tavares-Dias. (2017). Records of new localities and hosts for crustacean parasites in fish from the eastern Amazon in northern Brazil. <em>Journal of Parasitic Diseases.</em> 41(2):565–570."
"26",358490,"Ergasilus auritus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus auritus","adult","ectoparasitic",1020672,"Mesocottus haitej","Animalia | Chordata | Teleostei | Perciformes | Cottidae | Mesocottus | Mesocottus haitej",NA,NA,NA,"Dogiel, V.A. ( Dogel') & A.K. Akhmerov. (1952). Paraziticheskie rakoobrazhnye ryb Amura. Parasitic Crustacea of fishes in the Amur River. <em>Uchenye Zapiski Leningrad Gosudarstvennogo Pedagogicheskogo Instituta.</em> 141, Biol., 28, Zool.: 268-294, figs."
"27",358490,"Ergasilus auritus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus auritus","adult","ectoparasitic",567548,"Salvelinus namaycush","Animalia | Chordata | Teleostei | Salmoniformes | Salmonidae | Salvelinus | Salvelinus namaycush",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184."
"28",358491,"Ergasilus cotti","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus cotti","adult","ectoparasitic",578660,"Cottus bairdii","Animalia | Chordata | Teleostei | Perciformes | Cottidae | Cottus | Cottus bairdii",NA,NA,NA,"Johnson, S.K. & W.A. Rogers. (1973). Distribution of the genus Ergasilus in several Gulf of Mexico drainage basins. Bulletin of the Alabama Agricultural Experimental Station 445:1-74, figs. 1-10. (iv-1973)"
"29",358491,"Ergasilus cotti","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus cotti","adult","ectoparasitic",578660,"Cottus bairdii","Animalia | Chordata | Teleostei | Perciformes | Cottidae | Cottus | Cottus bairdii",NA,NA,NA,"Hudson, P.L., C.A. Bowen, II & R.M. Stedman. (1994). New records of Ergasilus (Copepoda: Ergasilidae) in the Laurentian Great Lakes, including a lakewide review of records and host associations. Canadian Journal of Zoology 72(6):1002-1009."
"30",358491,"Ergasilus cotti","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus cotti","adult","ectoparasitic",578660,"Cottus bairdii","Animalia | Chordata | Teleostei | Perciformes | Cottidae | Cottus | Cottus bairdii",NA,NA,NA,"Tidd, W.M. (1931). A list of parasitic copepods and their fish hosts from Lake Erie. Ohio Journal of Science 31(6):453-454. (xi-1931)"
"31",358491,"Ergasilus cotti","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus cotti","adult","ectoparasitic",1022036,"Etheostoma caeruleum","Animalia | Chordata | Teleostei | Perciformes | Percidae | Etheostoma | Etheostoma caeruleum",NA,NA,NA,"Johnson, S.K. & W.A. Rogers. (1973). Distribution of the genus Ergasilus in several Gulf of Mexico drainage basins. Bulletin of the Alabama Agricultural Experimental Station 445:1-74, figs. 1-10. (iv-1973)"
"32",358491,"Ergasilus cotti","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus cotti","adult","ectoparasitic",1022036,"Etheostoma caeruleum","Animalia | Chordata | Teleostei | Perciformes | Percidae | Etheostoma | Etheostoma caeruleum",NA,NA,NA,"Roberts, L.S. (1970). Ergasilus (Copepoda: Cyclopoida): revision and key to species in North America. Transactions of the American Microscopical Society 89:134-161, figs. 1-33. (22-iv-1970)"
"33",358491,"Ergasilus cotti","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus cotti","adult","ectoparasitic",1022036,"Etheostoma caeruleum","Animalia | Chordata | Teleostei | Perciformes | Percidae | Etheostoma | Etheostoma caeruleum",NA,NA,NA,"Kellicott, D.S. (1892). A crustaceous parasite of the 'Miller's thumb' (Cottus). <em>Proceedings of the American Society of Microscopists.</em> 14(1):76-79, figs. 1, 2. (x-1892)."
"34",358497,"Ergasilus peregrinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus peregrinus","adult","ectoparasitic",1026693,"Leuciscus waleckii","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Leuciscus | Leuciscus waleckii",NA,NA,NA,"Dogiel, V.A. ( Dogel') & A.K. Akhmerov. (1952). Paraziticheskie rakoobrazhnye ryb Amura. Parasitic Crustacea of fishes in the Amur River. <em>Uchenye Zapiski Leningrad Gosudarstvennogo Pedagogicheskogo Instituta.</em> 141, Biol., 28, Zool.: 268-294, figs."
"35",358497,"Ergasilus peregrinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus peregrinus","adult","ectoparasitic",1021545,"Siniperca chuatsi","Animalia | Chordata | Teleostei | Centrarchiformes | Percichthyidae | Siniperca | Siniperca chuatsi",NA,NA,NA,"Yin, W.Y. (1962). Parasitic copepods and Branchiura of fresh-water fishes from north-east China and Inner Mongolia. <em>Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao.</em> 9(1):31-46, figs. 1-8, pl. 1. (ix-1962, Chinese with English summary)."
"36",358497,"Ergasilus peregrinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus peregrinus","adult","ectoparasitic",1021545,"Siniperca chuatsi","Animalia | Chordata | Teleostei | Centrarchiformes | Percichthyidae | Siniperca | Siniperca chuatsi",NA,NA,NA,"Xu, G.Q. (1987). A faunistic survey of parasitic crustaceans on fishes in Lake Hongzehu, with description of a new species. Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao 11(2):151-160."
"37",358497,"Ergasilus peregrinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus peregrinus","adult","ectoparasitic",1022039,"Elopichthys bambusa","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Elopichthys | Elopichthys bambusa",NA,NA,NA,"Xu, G.Q. (1987). A faunistic survey of parasitic crustaceans on fishes in Lake Hongzehu, with description of a new species. Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao 11(2):151-160."
"38",358497,"Ergasilus peregrinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus peregrinus","adult","ectoparasitic",1022039,"Elopichthys bambusa","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Elopichthys | Elopichthys bambusa",NA,NA,NA,"Yin, W.Y. (1962). Parasitic copepods and Branchiura of fresh-water fishes from north-east China and Inner Mongolia. <em>Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao.</em> 9(1):31-46, figs. 1-8, pl. 1. (ix-1962, Chinese with English summary)."
"39",358497,"Ergasilus peregrinus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus peregrinus","adult","ectoparasitic",1022043,"Odontobutis obscurus","Animalia | Chordata | Teleostei | Gobiiformes | Odontobutidae | Odontobutis | Odontobutis obscurus",NA,NA,NA,"Xu, G.Q. (1987). A faunistic survey of parasitic crustaceans on fishes in Lake Hongzehu, with description of a new species. Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao 11(2):151-160."
"40",362071,"Ergasilus enshiensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus enshiensis","adult","ectoparasitic",1012658,"Rectoris luxiensis","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Rectoris | Rectoris luxiensis",NA,NA,NA,"Liu, J.X. & W.J. Wang. (1997). Three new species of the parasitic copepodes [copepods] from the fishes in Wuling Mountains area China. In: Song, D.X. (Ed.). Invertebrates of Wuling Mountains area, Southwestern China. Science Press, Beijing.  548pp. Chapte"
"41",361985,"Ergasilus coniformis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus coniformis","adult","ectoparasitic",1026712,"Zacco platypus","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Zacco | Zacco platypus",NA,NA,NA,"Kim, I.H. & S.K. Choi. (2003). Copepod parasites (Crustacea) of freshwater fishes in Korea. Korean Journal of Systematic Zoology 19(1):57-93."
"42",361986,"Ergasilus ventriosus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus ventriosus","adult","ectoparasitic",1026712,"Zacco platypus","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Zacco | Zacco platypus",NA,NA,NA,"Kim, I.H. (2014). Arthropoda, Maxillopoda, Copepoda, Cyclopoida : Fish-Parasitic Cyclopoid Copepods. <em>Invertebrate Fauna of Korea, National Institute of Biological Resources, Ministry of Environment(Korea).</em> 21(37):226 pp."
"43",361986,"Ergasilus ventriosus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus ventriosus","adult","ectoparasitic",1015371,"Rhodeus uyekii","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Rhodeus | Rhodeus uyekii",NA,NA,NA,"Kim, I.H. (2014). Arthropoda, Maxillopoda, Copepoda, Cyclopoida : Fish-Parasitic Cyclopoid Copepods. <em>Invertebrate Fauna of Korea, National Institute of Biological Resources, Ministry of Environment(Korea).</em> 21(37):226 pp."
"44",361987,"Neoergasilus bullatus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Neoergasilus | Neoergasilus bullatus","adult","ectoparasitic",1026712,"Zacco platypus","Animalia | Chordata | Teleostei | Cypriniformes | Cyprinidae | Zacco | Zacco platypus",NA,NA,NA,"Kim, I.H. & S.K. Choi. (2003). Copepod parasites (Crustacea) of freshwater fishes in Korea. Korean Journal of Systematic Zoology 19(1):57-93."
"45",361648,"Ergasilus anchoratus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus anchoratus","adult","ectoparasitic",1018214,"Silurus asotus","Animalia | Chordata | Teleostei | Siluriformes | Siluridae | Silurus | Silurus asotus",NA,NA,NA,"Nie, P. (1998). Population and microhabitat of Ergasilus anchoratus Markewitsch (Poecilostomoida: Ergasilidae) on gills of oriental sheatfish, Silurus asotus. <em>Acta Hydrobiologica Sinica / Shuisheng Shengwu Xuebao.</em> 22(1):48-53. (iii.1998; in Chine"
"46",361648,"Ergasilus anchoratus","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus anchoratus","adult","ectoparasitic",1018214,"Silurus asotus","Animalia | Chordata | Teleostei | Siluriformes | Siluridae | Silurus | Silurus asotus",NA,NA,NA,"Nie, P. (2000). Microhabitat distribution of metazoan parasites on gills of Silurus asotus in Jiangkou Reservoir, Jiangxi Province, China. Chinese Journal of Oceanology and Limnology, Beijing 18(1):54-60."
"47",361692,"Ergasilus thatcheri","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Ergasilus | Ergasilus thatcheri","adult","ectoparasitic",1022983,"Rhamdia quelen","Animalia | Chordata | Teleostei | Siluriformes | Heptapteridae | Rhamdia | Rhamdia quelen",NA,NA,NA,"Engers, K.B., W. Boeger & D.A. Brandao. (2000). Ergasilus thatcheri n. sp. (Copepoda, Poecilostomatoida, Ergasilidae) from the gills of Rhamdia quelen (Teleostei, Siluriformes, Pimelodidae) from southern Brazil. Journal of Parasitology 86(5):945-947."
"48",361180,"Brasergasilus guaporensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Brasergasilus | Brasergasilus guaporensis","adult","ectoparasitic",1022725,"Leporinus fasciatus","Animalia | Chordata | Teleostei | Characiformes | Anostomidae | Leporinus | Leporinus fasciatus",NA,NA,NA,"Malta, J.C.O. (1995). Brasergasilus guaporensis sp. n. (Copepoda: Ergasilidae) das brânquias de Leporinus fasciatus (Bloch, 1890) (Characiformes: Anostomidae) da Amazônia brasileira. Brasergasilus guaporensis sp. n. (Copepoda: Ergasilidae) from the gills"
"49",361180,"Brasergasilus guaporensis","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Brasergasilus | Brasergasilus guaporensis","adult","ectoparasitic",1022725,"Leporinus fasciatus","Animalia | Chordata | Teleostei | Characiformes | Anostomidae | Leporinus | Leporinus fasciatus",NA,NA,NA,"Thatcher, V.E. (1998). Copepods and fishes in the Brazilian Amazon. In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Copepoda,  Journal of Marine Systems, Spec. Vol. 15(1-4):97"
"50",361198,"Pindapixara tarira","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Pindapixara | Pindapixara tarira","adult","ectoparasitic",874263,"Hoplias malabaricus","Animalia | Chordata | Teleostei | Characiformes | Erythrinidae | Hoplias | Hoplias malabaricus",NA,NA,NA,"Malta, J.C.O. (1995). Pindapixara tarira gen. et sp. n. (Copepoda: Ergasilidae) das brânquias de Hoplias malabaricus (Bloch, 1794) (Characiformes: Erythrinidae) da Amazônia Brasileira. Acta Amazonica 24(1/2):135-144. (For 1994; published xii.1995.)"
"51",361198,"Pindapixara tarira","Animalia | Arthropoda | Copepoda | Cyclopoida | Ergasilidae | Pindapixara | Pindapixara tarira","adult","ectoparasitic",874263,"Hoplias malabaricus","Animalia | Chordata | Teleostei | Characiformes | Erythrinidae | Hoplias | Hoplias malabaricus",NA,NA,NA,"Thatcher, V.E. (1998). Copepods and fishes in the Brazilian Amazon. In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Copepoda,  Journal of Marine Systems, Spec. Vol. 15(1-4):97"
