source_taxon_external_id,source_taxon_name,source_taxon_path,source_specimen_life_stage,interaction_type,target_taxon_external_id,target_taxon_name,target_taxon_path,study_citation
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Merluccius merluccius,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Agonus cataphractus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Brosme brosme,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Hippoglossoides platessoides,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Liparis liparis,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Melanogrammus aeglefinus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Molva molva,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Trisopterus esmarkii,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Trisopterus minutus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Kabata, Z. (2003). Copepods Parasitic on Fishes. 2nd, revised edition.  Keys and notres for the Identification of british species. <em>Synopses of the British Fauna,  2nd revised edition, Crothers;, J.H. & P.J. Haywrd (eds. ) of series, Published for the"
AphiaID:135994,Lernaeocera lusci,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeocera | Lernaeocera lusci,adult,ectoparasitic,AphiaID:AphiaID:135994,Lepidorhombus boscii,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeocera  |  Lernaeocera lusci,"Eiras, J.C. (2016). Parasites of marine, freshwater and farmed fishes of Portugal: a review. Parasitos de peixes marinhos, de água doce e de criação de Portugal: uma revisão. <em>Revista Brasileira de Parasitologia Veterinaria / Brazilian Jiurnal of Veter"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Caranx lugubris,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Cordero del Campillo, M. (ed.). (1978). Indice-catálogo de zooparásitos ibéricos. 5. Acantocefalos. 6. Anelidos. 7. Crustaceos. 8. Malofagos. Universidad de Oviedo, León, Spain 1-65, map. (Crustaceos: 29-36). (Addition)."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Platybelone argalus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Cressey, R.F. & B.B. Collette. (1970). Copepods and needlefishes: a study in host-parasite relationships. Fishery Bulletin, United States National Marine Fisheries Service 68(3):347-432, figs. 1-189, pls. 1-4, tabs. 1-9. (xi-1970)"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Tylosurus acus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Cressey, R.F. & B.B. Collette. (1970). Copepods and needlefishes: a study in host-parasite relationships. Fishery Bulletin, United States National Marine Fisheries Service 68(3):347-432, figs. 1-189, pls. 1-4, tabs. 1-9. (xi-1970)"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Boops boops,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Ben Mansour, B. & O.K. Ben Hassine. (1998). Preliminary analysis of parasitic copepod species richness among coastal fishes of Tunisia. <em>Italian Journal of Zoology, Modena.</em> 65(Suppl):341-344."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Pagellus erythrinus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Ben Mansour, B. & O.K. Ben Hassine. (1998). Preliminary analysis of parasitic copepod species richness among coastal fishes of Tunisia. <em>Italian Journal of Zoology, Modena.</em> 65(Suppl):341-344."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Boops boops,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Anato, C.B., M.H. Ktari & C. Dossou. (1991). La parasitofaune matezoaire de Boops boops (Linné, 1758), poisson métazoaire sparidae des côtes tunisiennes. <em>Oebalia, New Series.</em> 17:259-266, fig. 1, tab. 1."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Boops boops,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Dentex gibbosus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Serranus cabrilla,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Spicara maena,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Spicara smaris,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Serranus scriba,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Priacanthus hamrur,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Natarajan, P. & N. Balakrishnan Nair. (1977). On the occurrence of Lernaeolophus sultanus (Nordmann) on Priacanthus hamrur (Forskal). Current Science, Bangalore 46(3):93-94, fig. 1. (5-Ii-1977)"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Acanthocybium solandri,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Kabata, Z. (1968). The appendages of Lernaeolophus sultanus (H. Milne-Edwards, 1840) (Lernaeopodidae). Crustaceana, Supplement, Leiden 1:103-111, figs. 1-2. (bound and filed under Crustaceana.)"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Rastrelliger kanagurta,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Kirtisinghe, P. (1964). A review of the parasitic copepods of fish recorded from Ceylon, with descriptions of additional forms. Bulletin of the Fisheries Research Station, Sri Lanka (Ceylon) 17(1):45-132, figs. 1-191. (vi-1964)"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Pagellus erythrinus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Diplodus vulgaris,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Öktener, A. & J.P. Trilles. (2004). Two lernaepodids and one pennellid copepod determined on three marine fishes collected in Turkey. Journal of the Black Sea / Mediterranean Environment 10(2):143-153."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Pagellus erythrinus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A. & M.H. Ktari. (1971). Lernaeolophus sultanus (Nordmann, 1839), un Copépode parasite de Pagellus erythrinus (L.) de golfe de Tunis. Bulletin de l'Institut National Scientifique et Technique d'Océanographie et de Pêche, Salammbô, Nouvelle Série"
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Spicara smaris,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., O.K. Ben Hassine & K. Maamouri. (1971). Copépodes parasites des poissons de Tunisie (première série). Bulletin de l'Institut National Scientifique et Technique d'Océanographie et de Pêche, Salammbô, Nouvelle Série 2(2):169-197, figs. 1-62."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Dentex gibbosus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Raibaut, A., O.K. Ben Hassine & K. Maamouri. (1971). Copépodes parasites des poissons de Tunisie (première série). Bulletin de l'Institut National Scientifique et Technique d'Océanographie et de Pêche, Salammbô, Nouvelle Série 2(2):169-197, figs. 1-62."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Haemulon plumierii,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Wilson, C.B. (1917). North American parasitic copepods belonging to the Lernaeidae with a revision of the entire family. <em>Proceedings of the United States National Museum.</em> 53(2194):1-150, pls. 1-21. (13-vi-1917)."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Lutjanus campechanus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Suárez-Morales, E. & J.S. Ho. (1994). Lernaeolophus sultanus (Nordmann, 1864) (Copepoda), a parasite of Lutjanus campechanus (Poey) in the Gulf of Mexico. Bulletin of Marine Science 55(1):246-248."
AphiaID:135996,Lernaeolophus sultanus,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Lernaeolophus | Lernaeolophus sultanus,adult,ectoparasitic,AphiaID:AphiaID:135996,Boops boops,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Lernaeolophus  |  Lernaeolophus sultanus,"Zúñiga, L.R. & P. Suau. (1967). Nota sobre la presencia de los Copépodos parásitos Peniculus fistula y Lernaeolophus sultanus sobre dos nuevos huéspedes, Lithognathus mormyrus y Boops boops. Investigación Pesquera, Barcelona 31:485-487. (xii-1967)"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Pagellus bogaraveo,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Eiras, J.C. (2016). Parasites of marine, freshwater and farmed fishes of Portugal: a review. Parasitos de peixes marinhos, de água doce e de criação de Portugal: uma revisão. <em>Revista Brasileira de Parasitologia Veterinaria / Brazilian Jiurnal of Veter"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Mullus barbatus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Mullus surmuletus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Lampris guttatus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Cordero del Campillo, M. (ed.). (1978). Indice-catálogo de zooparásitos ibéricos. 5. Acantocefalos. 6. Anelidos. 7. Crustaceos. 8. Malofagos. Universidad de Oviedo, León, Spain 1-65, map. (Crustaceos: 29-36). (Addition)."
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Boops boops,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Zúñiga, L.R. & P. Suau. (1967). Nota sobre la presencia de los Copépodos parásitos Peniculus fistula y Lernaeolophus sultanus sobre dos nuevos huéspedes, Lithognathus mormyrus y Boops boops. Investigación Pesquera, Barcelona 31:485-487. (xii-1967)"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Pagellus erythrinus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Larrañeta, M.G. (1964). Sobre la biología de Pagellus erythrinus (L.) especialmente del de las costas de Castellón. <em>Investigación Pesquera, Barcelona.</em> 27:131-146, figs. 1-3, tabs. (x-1964). (Parásitos: 140-142.)."
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Pagellus erythrinus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Trachurus trachurus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"MacKenzie, K., N. Campbell, S. Mattiucci, P. Ramos, A. Pereira & P. Abaunza. (2004). A checklist of the protozoan and metazoan parasites reported from the Atlantic horse mackerel, Trachurus trachurus (L.). <em>Bulletin of the European Association of Fish"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Diplodus vulgaris,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Boops boops,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Renaud, F., B. Romestand & J.P. Trilles. 1980. Faunistique et écologie des métazoaires parasites de Boops boops Linnaeus (1758) (Téléostéen Sparidae) dans le golfe du Lion. Annales de Parasitologie Humaine et Comparée 55(4):467-476, figs. 1-2, tabs. 1-2."
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Atheresthes stomias,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Capros aper,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Raibaut, A., C. Combes & F. Benoit. (1998). Analysis of the parasitic copepod species richness among Mediterranean fish. <em>In: Dahms, H.U., T. Glatzel, H.J. Hirche, S. Schiel & H.K. Schminke, (eds.). Proceedings of the 6th International Conference on Co"
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Trachurus picturatus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Candeias, A. (1955). Peniculus fistula Nordm. on two new hosts Trachurus trachurus (L.) and Trachurus picturatus (Bowd.). Notas e Estudos do Instituto de Biologia Marítima, Lisboa 8:1-16, figs. 1-3, pl. 1."
AphiaID:745880,Peniculus fistula fistula,Animalia | Arthropoda | Copepoda | Siphonostomatoida | Pennellidae | Peniculus | Peniculus fistula fistula,adult,ectoparasitic,AphiaID:AphiaID:745880,Trachurus trachurus,Animalia  |  Arthropoda  |  Copepoda  |  Siphonostomatoida  |  Pennellidae  |  Peniculus  |  Peniculus fistula fistula,"Candeias, A. (1955). Peniculus fistula Nordm. on two new hosts Trachurus trachurus (L.) and Trachurus picturatus (Bowd.). Notas e Estudos do Instituto de Biologia Marítima, Lisboa 8:1-16, figs. 1-3, pl. 1."
