"","AphiaID_host","Scientificname_host","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified"
"1",103710,"Ascidia mentula",103710,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103710","Ascidia mentula","Müller, 1776","accepted",NA,220,"Species",103710,"Ascidia mentula","Müller, 1776",103483,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidia mentula Müller, 1776. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103710 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103710",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"2",103713,"Ascidia obliqua",103713,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103713","Ascidia obliqua","Alder, 1863","accepted",NA,220,"Species",103713,"Ascidia obliqua","Alder, 1863",103483,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidia obliqua Alder, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103713 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103713",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"3",103718,"Ascidiella aspersa",103718,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103718","Ascidiella aspersa","(Müller, 1776)","accepted",NA,220,"Species",103718,"Ascidiella aspersa","(Müller, 1776)",103484,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidiella aspersa (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103718 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103718",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"4",103719,"Ascidiella scabra",103719,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103719","Ascidiella scabra","(Müller, 1776)","accepted",NA,220,"Species",103719,"Ascidiella scabra","(Müller, 1776)",103484,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidiella scabra (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103719 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103719",1,NA,0,0,NA,"exact","2007-12-05T13:31:33.127Z"
"5",173223,"Corella eumyota",173223,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=173223","Corella eumyota","Traustedt, 1882","accepted",NA,220,"Species",173223,"Corella eumyota","Traustedt, 1882",103495,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Corellidae","Corella","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Corella eumyota Traustedt, 1882. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173223 on 2024-05-18","urn:lsid:marinespecies.org:taxname:173223",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"6",103743,"Corella parallelogramma",103743,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103743","Corella parallelogramma","(Müller, 1776)","accepted",NA,220,"Species",103743,"Corella parallelogramma","(Müller, 1776)",103495,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Corellidae","Corella","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Corella parallelogramma (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103743 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103743",1,NA,0,0,NA,"exact","2011-06-17T17:08:18.210Z"
"7",103830,"Herdmania momus",103830,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103830","Herdmania momus","(Savigny, 1816)","accepted",NA,220,"Species",103830,"Herdmania momus","(Savigny, 1816)",233993,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Herdmania","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Herdmania momus (Savigny, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103830 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103830",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"8",103837,"Microcosmus claudicans",103837,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103837","Microcosmus claudicans","(Savigny, 1816)","accepted",NA,220,"Species",103837,"Microcosmus claudicans","(Savigny, 1816)",103522,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Microcosmus","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Microcosmus claudicans (Savigny, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103837 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103837",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"9",103844,"Microcosmus sabatieri",103844,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103844","Microcosmus sabatieri","Roule, 1885","accepted",NA,220,"Species",103844,"Microcosmus sabatieri","Roule, 1885",103522,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Microcosmus","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Microcosmus sabatieri Roule, 1885. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103844 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103844",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"10",103846,"Microcosmus vulgaris",103846,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103846","Microcosmus vulgaris","Heller, 1877","accepted",NA,220,"Species",103846,"Microcosmus vulgaris","Heller, 1877",103522,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Microcosmus","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Microcosmus vulgaris Heller, 1877. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103846 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103846",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"11",103724,"Phallusia mammillata",103724,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103724","Phallusia mammillata","(Cuvier, 1815)","accepted",NA,220,"Species",103724,"Phallusia mammillata","(Cuvier, 1815)",103485,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Phallusia mammillata (Cuvier, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103724 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103724",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"12",103926,"Styela canopus",103926,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103926","Styela canopus","(Savigny, 1816)","accepted",NA,220,"Species",103926,"Styela canopus","(Savigny, 1816)",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela canopus (Savigny, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103926 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103926",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"13",103842,"Microcosmus polymorphus",103842,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103842","Microcosmus polymorphus","Heller, 1877","accepted",NA,220,"Species",103842,"Microcosmus polymorphus","Heller, 1877",103522,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Microcosmus","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Microcosmus polymorphus Heller, 1877. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103842 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103842",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"14",103732,"Ciona intestinalis",103732,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103732","Ciona intestinalis","(Linnaeus, 1767)","accepted",NA,220,"Species",103732,"Ciona intestinalis","(Linnaeus, 1767)",103488,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Cionidae","Ciona","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ciona intestinalis (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103732 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103732",1,NA,0,0,NA,"exact","2010-10-12T17:40:44.860Z"
"15",103717,"Ascidia virginea",103717,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103717","Ascidia virginea","Müller, 1776","accepted",NA,220,"Species",103717,"Ascidia virginea","Müller, 1776",103483,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidia virginea Müller, 1776. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103717 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103717",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"16",103552,"Clavelina lepadiformis",103552,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103552","Clavelina lepadiformis","(Müller, 1776)","accepted",NA,220,"Species",103552,"Clavelina lepadiformis","(Müller, 1776)",103453,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Clavelinidae","Clavelina","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Clavelina lepadiformis (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103552 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103552",1,NA,0,0,NA,"exact","2007-12-05T13:31:33.127Z"
"17",103791,"Molgula occulta",103791,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103791","Molgula occulta","Kupffer, 1875","accepted",NA,220,"Species",103791,"Molgula occulta","Kupffer, 1875",103509,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Molgula occulta Kupffer, 1875. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103791 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103791",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"18",103929,"Styela clava",103929,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103929","Styela clava","Herdman, 1881","accepted",NA,220,"Species",103929,"Styela clava","Herdman, 1881",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela clava Herdman, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103929 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103929",1,NA,0,0,NA,"exact","2010-12-03T08:36:28.753Z"
"19",250022,"Ascidia paratropa",250022,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=250022","Ascidia paratropa","(Huntsman, 1912)","accepted",NA,220,"Species",250022,"Ascidia paratropa","(Huntsman, 1912)",103483,"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidia paratropa (Huntsman, 1912). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=250022 on 2024-05-18","urn:lsid:marinespecies.org:taxname:250022",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"20",103733,"Diazona violacea",103733,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103733","Diazona violacea","Savigny, 1816","accepted",NA,220,"Species",103733,"Diazona violacea","Savigny, 1816",103489,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Diazonidae","Diazona","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Diazona violacea Savigny, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103733 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103733",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"21",103827,"Halocynthia papillosa",103827,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103827","Halocynthia papillosa","(Linnaeus, 1767)","accepted",NA,220,"Species",103827,"Halocynthia papillosa","(Linnaeus, 1767)",103519,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Halocynthia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Halocynthia papillosa (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103827 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103827",1,NA,0,0,NA,"exact","2019-05-28T07:25:01.927Z"
"22",156240,"Microcosmus sulcatus",156240,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=156240","Microcosmus sulcatus","(Coquebert, 1797)","unaccepted","new combination",220,"Species",103846,"Microcosmus vulgaris","Heller, 1877",103522,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Microcosmus","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Microcosmus sulcatus (Coquebert, 1797). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156240 on 2024-05-18","urn:lsid:marinespecies.org:taxname:156240",1,NA,0,0,NA,"exact","2007-12-05T14:57:18.013Z"
"23",173280,"Molgula euplicata",173280,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=173280","Molgula euplicata","Herdman, 1923","accepted",NA,220,"Species",173280,"Molgula euplicata","Herdman, 1923",103509,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Molgula euplicata Herdman, 1923. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173280 on 2024-05-18","urn:lsid:marinespecies.org:taxname:173280",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"24",253537,"Polycarpa obtecta",253537,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=253537","Polycarpa obtecta","Traustedt, 1883","unaccepted","synonym",220,"Species",251069,"Polycarpa spongiabilis","Traustedt, 1883",103538,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Polycarpa","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Polycarpa obtecta Traustedt, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=253537 on 2024-05-18","urn:lsid:marinespecies.org:taxname:253537",1,NA,0,0,NA,"exact","2010-07-01T23:51:47.497Z"
"25",103909,"Polycarpa pomaria",103909,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103909","Polycarpa pomaria","(Savigny, 1816)","accepted",NA,220,"Species",103909,"Polycarpa pomaria","(Savigny, 1816)",103538,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Polycarpa","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Polycarpa pomaria (Savigny, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103909 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103909",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"26",103736,"Rhopalaea neapolitana",103736,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103736","Rhopalaea neapolitana","Philippi, 1843","accepted",NA,220,"Species",103736,"Rhopalaea neapolitana","Philippi, 1843",103491,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Diazonidae","Rhopalaea","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Rhopalaea neapolitana Philippi, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103736 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103736",1,NA,0,0,NA,"exact","2012-09-30T06:45:33.037Z"
"27",103935,"Styela partita",103935,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103935","Styela partita","(Stimpson, 1852)","unaccepted","new combination",220,"Species",103926,"Styela canopus","(Savigny, 1816)",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela partita (Stimpson, 1852). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103935 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103935",1,NA,0,0,NA,"exact","2007-12-05T14:57:18.013Z"
"28",251302,"Pyura spinosissima",251302,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=251302","Pyura spinosissima","Michaelsen, 1922","accepted",NA,220,"Species",251302,"Pyura spinosissima","Michaelsen, 1922",103524,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Pyura","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Pyura spinosissima Michaelsen, 1922. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=251302 on 2024-05-18","urn:lsid:marinespecies.org:taxname:251302",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"29",103923,"Styela atlantica",103923,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103923","Styela atlantica","(Van Name, 1912)","unaccepted","synonym",220,"Species",103938,"Styela sigma","Hartmeyer, 1912",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela atlantica (Van Name, 1912). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103923 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103923",1,NA,0,0,NA,"exact","2010-07-01T23:51:47.497Z"
"30",103932,"Styela gelatinosa",103932,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103932","Styela gelatinosa","(Traustedt, 1886)","accepted",NA,220,"Species",103932,"Styela gelatinosa","(Traustedt, 1886)",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela gelatinosa (Traustedt, 1886). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103932 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103932",1,NA,0,0,NA,"exact","2009-05-02T13:35:44.590Z"
"31",103938,"Styela sigma",103938,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103938","Styela sigma","Hartmeyer, 1912","accepted",NA,220,"Species",103938,"Styela sigma","Hartmeyer, 1912",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela sigma Hartmeyer, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103938 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103938",1,NA,0,0,NA,"exact","2010-06-24T16:57:39.320Z"
"32",253913,"Styela hupferi",253913,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=253913","Styela hupferi","(Michaelsen, 1904)","unaccepted","new combination",220,"Species",103889,"Distomus hupferi","(Michaelsen, 1904)",103543,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Styela hupferi (Michaelsen, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=253913 on 2024-05-18","urn:lsid:marinespecies.org:taxname:253913",1,NA,0,0,NA,"exact","2007-12-05T14:57:18.013Z"
"33",266679,"Parascidia areolata",266679,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=266679","Parascidia areolata","(Delle Chiaje, 1828)","unaccepted",NA,220,"Species",249818,"Aplidium areolatum","(Delle Chiaje, 1828)",249597,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Polyclinidae","Parascidia","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Parascidia areolata (Delle Chiaje, 1828). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=266679 on 2024-05-18","urn:lsid:marinespecies.org:taxname:266679",1,NA,0,0,NA,"exact","2010-06-25T11:54:01.583Z"
"34",251800,"Amaroucium areolata",251800,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=251800","Amaroucium areolata","(Delle Chiaje, 1828)","unaccepted","literature misspelling",220,"Species",249818,"Aplidium areolatum","(Delle Chiaje, 1828)",156698,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Polyclinidae","Amaroucium","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Amaroucium areolata (Delle Chiaje, 1828). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=251800 on 2024-05-18","urn:lsid:marinespecies.org:taxname:251800",1,NA,0,0,NA,"exact","2007-12-05T14:57:18.013Z"
"35",251737,"Aplidium benhami",251737,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=251737","Aplidium benhami","(Brewin, 1946)","accepted",NA,220,"Species",251737,"Aplidium benhami","(Brewin, 1946)",103471,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Polyclinidae","Aplidium","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Aplidium benhami (Brewin, 1946). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=251737 on 2024-05-18","urn:lsid:marinespecies.org:taxname:251737",1,NA,0,0,NA,"exact","2007-12-05T13:31:33.127Z"
"36",103583,"Leptoclinides faeroensis",103583,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103583","Leptoclinides faeroensis","Bjerkan, 1905","accepted",NA,220,"Species",103583,"Leptoclinides faeroensis","Bjerkan, 1905",103458,"Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Leptoclinides faeroensis Bjerkan, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103583 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103583",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"37",103776,"Molgula complanata",103776,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=103776","Molgula complanata","Alder & Hancock, 1870","accepted",NA,220,"Species",103776,"Molgula complanata","Alder & Hancock, 1870",103509,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Molgula complanata Alder & Hancock, 1870. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103776 on 2024-05-18","urn:lsid:marinespecies.org:taxname:103776",1,NA,0,0,NA,"exact","2007-12-05T12:32:01.097Z"
"38",253245,"Lithonephrya eugyranda",253245,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=253245","Lithonephrya eugyranda","Giard, 1881","unaccepted","original combination",220,"Species",103776,"Molgula complanata","Alder & Hancock, 1870",249557,"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Lithonephrya","Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Lithonephrya eugyranda Giard, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=253245 on 2024-05-18","urn:lsid:marinespecies.org:taxname:253245",1,NA,0,0,NA,"exact","2007-12-05T14:57:18.013Z"
