"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_ciation"
"608",348345,"Acanthochondria epachthes","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria epachthes","adult","ectoparasitic",271406,"Hydrolagus colliei","Animalia | Chordata | Holocephali | Chimaeriformes | Chimaeridae | Hydrolagus | Hydrolagus colliei",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184.",NA
"609",348345,"Acanthochondria epachthes","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria epachthes","adult","ectoparasitic",271406,"Hydrolagus colliei","Animalia | Chordata | Holocephali | Chimaeriformes | Chimaeridae | Hydrolagus | Hydrolagus colliei",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"610",348346,"Acanthochondria exilipes","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria exilipes","adult","ectoparasitic",159406,"Lopholatilus chamaeleonticeps","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Malacanthidae | Lopholatilus | Lopholatilus chamaeleonticeps",NA,NA,NA,"Ho, J.S. (1971). Parasitic copepods of the family Chondracanthidae from fishes of eastern North America. <em>Smithsonian Contributions to Zoology.</em> 87:1-38, figs. 1-26. (7-vii-1971).",NA
"611",348346,"Acanthochondria exilipes","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria exilipes","adult","ectoparasitic",159406,"Lopholatilus chamaeleonticeps","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Malacanthidae | Lopholatilus | Lopholatilus chamaeleonticeps",NA,NA,NA,"Wilson, C.B. (1932). The copepods of the Woods Hole region, Massachusetts. <em>Bulletin of the United States National Museum.</em> 158:1-635, figs. 1-316, pls. 1-41.",NA
"612",348346,"Acanthochondria exilipes","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria exilipes","adult","ectoparasitic",159406,"Lopholatilus chamaeleonticeps","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Malacanthidae | Lopholatilus | Lopholatilus chamaeleonticeps",NA,NA,NA,"Ho, J.S. (1978). Marine Flora and Fauna of the Northeastern United States. Copepoda: Cyclopoids Parasitic on Fishes. NOAA Technical Report NMFS Circular 409:1-12, figs. 1-17. (ii-1978)",NA
"613",348349,"Acanthochondria fraseri","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria fraseri","adult","ectoparasitic",154781,"Platichthys stellatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys stellatus",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"614",348349,"Acanthochondria fraseri","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria fraseri","adult","ectoparasitic",282290,"Pleuronichthys coenosus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Pleuronichthys | Pleuronichthys coenosus",NA,NA,NA,"Ho, J.S. (1972). Four new parasitic copepods of the family Chondracanthidae from California inshore fishes. <em>Proceedings of the Biological Society of Washington.</em> 85(46):523-540, figs. 1-11. (30-xii-1972).",NA
"615",348349,"Acanthochondria fraseri","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria fraseri","adult","ectoparasitic",282292,"Pleuronichthys decurrens","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Pleuronichthys | Pleuronichthys decurrens",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184.",NA
"616",348349,"Acanthochondria fraseri","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria fraseri","adult","ectoparasitic",282295,"Pleuronichthys verticalis","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Pleuronichthys | Pleuronichthys verticalis",NA,NA,NA,"Kalman, J.E. (2006). Ectoparasites of demersal marine fishes in Santa Monica Bay, California, U.S.A., with 31 new host records and three range extensions. Comparative Parasitology 73(2):201-213.",NA
"617",348351,"Acanthochondria glandiceps","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria glandiceps","adult","ectoparasitic",274288,"Hippoglossoides dubius","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Hippoglossoides | Hippoglossoides dubius",NA,NA,NA,"Shiino, S.M. (1955). Copepods parasitic on Japanese fishes. 9. Family Chondracanthidae, subfamily Chondracanthinae. Report of the Faculty of Fisheries, Prefectural University of Mie 2(1):70-111, figs. 1-24. (30-x-1955)",NA
"618",348354,"Acanthochondria hippoglossi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria hippoglossi","adult","ectoparasitic",274289,"Hippoglossoides elassodon","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Hippoglossoides | Hippoglossoides elassodon",NA,NA,NA,"Kabata, Z. (1987). Acanthochondria hippoglossi sp. nov. (Copepoda, Chondracanthidae), a crustacean parasite of some flatfishes off the Pacific coast of North America. Canadian Journal of Zoology 65(1):213-216. (French summary.)",NA
"619",348354,"Acanthochondria hippoglossi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria hippoglossi","adult","ectoparasitic",274289,"Hippoglossoides elassodon","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Hippoglossoides | Hippoglossoides elassodon",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184.",NA
"620",348354,"Acanthochondria hippoglossi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria hippoglossi","adult","ectoparasitic",274289,"Hippoglossoides elassodon","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Hippoglossoides | Hippoglossoides elassodon",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"621",348354,"Acanthochondria hippoglossi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria hippoglossi","adult","ectoparasitic",274290,"Hippoglossus stenolepis","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Hippoglossus | Hippoglossus stenolepis",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184.",NA
"622",348356,"Acanthochondria incisa","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria incisa","adult","ectoparasitic",274770,"Helicolenus percoides","Animalia | Chordata | Teleostei | Perciformes | Sebastidae | Helicolenus | Helicolenus percoides",NA,NA,NA,"Ho, J.S. (1975). Cyclopoid copepods of the family Chondracanthidae parasitic on New Zealand marine fishes. Publications of the Seto Marine Biological Laboratory 22(5):303-319, figs. 1-10. (xi-1975)",NA
"623",348356,"Acanthochondria incisa","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria incisa","adult","ectoparasitic",127251,"Helicolenus dactylopterus","Animalia | Chordata | Teleostei | Perciformes | Sebastidae | Helicolenus | Helicolenus dactylopterus",NA,NA,NA,"Klimpel, S., A. Seehagen, H.W. Palm & H. Rosenthal. (2001). Deep-water Metazoan Fish Parasites of the World. Logos Verlag, Berlin. ISBN 3-89722-681-2. 1316 pp.",NA
"624",348356,"Acanthochondria incisa","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria incisa","adult","ectoparasitic",127251,"Helicolenus dactylopterus","Animalia | Chordata | Teleostei | Perciformes | Sebastidae | Helicolenus | Helicolenus dactylopterus",NA,NA,NA,"Shiino, S.M. (1955). Copepods parasitic on Japanese fishes. 9. Family Chondracanthidae, subfamily Chondracanthinae. Report of the Faculty of Fisheries, Prefectural University of Mie 2(1):70-111, figs. 1-24. (30-x-1955)",NA
"625",348357,"Acanthochondria inimici","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria inimici","adult","ectoparasitic",212577,"Inimicus japonicus","Animalia | Chordata | Teleostei | Perciformes | Synanceiidae | Inimicus | Inimicus japonicus",NA,NA,NA,"Yamaguti, S. (1939). Parasitic copepods from fishes of Japan. Part 4. Cyclopoida, II. Volume Jubilare pro Prof. Sadao Yoshida 2:391-415, pls. 1-13. (iii-1939)",NA
"626",348357,"Acanthochondria inimici","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria inimici","adult","ectoparasitic",159559,"Pterois volitans","Animalia | Chordata | Teleostei | Perciformes | Scorpaenidae | Pterois | Pterois volitans",NA,NA,NA,"Dojiri, M. & J.S. Ho. (1988). Two species of Acanthochondria (Copepoda: Poecilostomatoida) parasitic on fishes of Japan. Report of the Sado Marine Biological Station, Niigata University 18:47-56, figs. 1-6. (iii.1988)",NA
"627",348358,"Acanthochondria laemonemae","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria laemonemae","adult","ectoparasitic",272473,"Laemonema laureysi","Animalia | Chordata | Teleostei | Gadiformes | Moridae | Laemonema | Laemonema laureysi",NA,NA,NA,"Capart, A. (1959). Copépodes parasites. <em>Résultats Scientifiques de l'Expédition Océanographique Belge dans les Eaux Côtieres Afrricaines de l'Atlantique Sud (1948-1949). Institut Royale des Sciences Naturelles de Belgique.</em> 3(5):59-126, figs. 1-37",NA
"628",348358,"Acanthochondria laemonemae","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria laemonemae","adult","ectoparasitic",322287,"Uraleptus maraldi","Animalia | Chordata | Teleostei | Gadiformes | Moridae | Uraleptus | Uraleptus maraldi",NA,NA,NA,"Capart, A. (1959). Copépodes parasites. <em>Résultats Scientifiques de l'Expédition Océanographique Belge dans les Eaux Côtieres Afrricaines de l'Atlantique Sud (1948-1949). Institut Royale des Sciences Naturelles de Belgique.</em> 3(5):59-126, figs. 1-37",NA
"629",348360,"Acanthochondria lepidionis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria lepidionis","adult","ectoparasitic",400568,"Lepidion capense","Animalia | Chordata | Teleostei | Gadiformes | Moridae | Lepidion | Lepidion capense",NA,NA,NA,"Barnard, K.H. (1955). South African parasitic Copepoda. <em>Annals of the South African Museum.</em> 41(5):223-312, figs. 1-33. (ii-1955).",NA
"630",348362,"Acanthochondria longifrons","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria longifrons","adult","ectoparasitic",159463,"Anoplopoma fimbria","Animalia | Chordata | Teleostei | Perciformes | Anoplopomatidae | Anoplopoma | Anoplopoma fimbria",NA,NA,NA,"Shiino, S.M. (1955). Copepods parasitic on Japanese fishes. 8. The Anthosomidae. Reports of the Faculty of Fisheries, Prefectural University of Mie 2(1):50-69. (30-x-1955)",NA
"631",348364,"Acanthochondria margolisi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria margolisi","adult","ectoparasitic",274294,"Microstomus pacificus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Microstomus | Microstomus pacificus",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184.",NA
"632",348364,"Acanthochondria margolisi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria margolisi","adult","ectoparasitic",274294,"Microstomus pacificus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Microstomus | Microstomus pacificus",NA,NA,NA,"Klimpel, S., A. Seehagen, H.W. Palm & H. Rosenthal. (2001). Deep-water Metazoan Fish Parasites of the World. Logos Verlag, Berlin. ISBN 3-89722-681-2. 1316 pp.",NA
"633",348364,"Acanthochondria margolisi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria margolisi","adult","ectoparasitic",274294,"Microstomus pacificus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Microstomus | Microstomus pacificus",NA,NA,NA,"Kabata, Z. (1984). A contribution to the knowledge of Chondracanthidae (Copepoda: Poecilostomatoida) parasitic on fishes of British Columbia. Canadian Journal of Zoology 62(9):1703-1713, figs. 1-67. (ix-1984, French summary.)",NA
"634",348364,"Acanthochondria margolisi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria margolisi","adult","ectoparasitic",282294,"Pleuronichthys ritteri","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Pleuronichthys | Pleuronichthys ritteri",NA,NA,NA,"Kalman, J.E. (2006). Ectoparasites of demersal marine fishes in Santa Monica Bay, California, U.S.A., with 31 new host records and three range extensions. Comparative Parasitology 73(2):201-213.",NA
"635",348366,"Acanthochondria oralis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria oralis","adult","ectoparasitic",301373,"Lophiomus setigerus","Animalia | Chordata | Teleostei | Lophiiformes | Lophiidae | Lophiomus | Lophiomus setigerus",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"636",348366,"Acanthochondria oralis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria oralis","adult","ectoparasitic",217838,"Lophiomus setigerus","Animalia | Chordata | Teleostei | Lophiiformes | Lophiidae | Lophiomus | Lophiomus setigerus",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"637",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",280634,"Eleginops maclovinus","Animalia | Chordata | Teleostei | Perciformes | Eleginopsidae | Eleginops | Eleginops maclovinus",NA,NA,NA,"Villalba S., C. & J. Fernández Bargiela. (1985). Contribución al conocimiento de la familia Chondracanthidae en Chile (Copepoda: Poecilostomatoida). Contribution to the knowledge of the family Chondracanthidae in Chile (Copepoda: Poecilostomatoida). <em>G",NA
"638",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",280634,"Eleginops maclovinus","Animalia | Chordata | Teleostei | Perciformes | Eleginopsidae | Eleginops | Eleginops maclovinus",NA,NA,NA,"Riffo L., R. (1994). Fauna de parásitos metazoos del róbalo Eleginops maclovinus Valenciennes 1830 (Pisces: Nototheniidae): importancia de los parásitos como indicadores de las relaciones ecológicas del hospedador. Estudios Oceanológicos, Univ. Antofagast",NA
"639",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",280634,"Eleginops maclovinus","Animalia | Chordata | Teleostei | Perciformes | Eleginopsidae | Eleginops | Eleginops maclovinus",NA,NA,NA,"Kabata, Z. & J.S. Ho. (1981). The origin and dispersal of hake (genus Merluccius: Pisces: Teleostei) as indicated by its copepod parasites. Oceanography and Marine Biology 19:381-404, figs. 1-4.",NA
"640",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",280634,"Eleginops maclovinus","Animalia | Chordata | Teleostei | Perciformes | Eleginopsidae | Eleginops | Eleginops maclovinus",NA,NA,NA,"Sepúlveda, F., S.L. Marín & J. Carvajal. (2004). Metazoan parasites in wild fish and farmed salmon from aquaculture sites in southern Chile. Aquaculture 235(1-4): 89-100.",NA
"641",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",293628,"Merluccius gayi","Animalia | Chordata | Teleostei | Gadiformes | Merlucciidae | Merluccius | Merluccius gayi",NA,NA,NA,"Kabata, Z. & J.S. Ho. (1981). The origin and dispersal of hake (genus Merluccius: Pisces: Teleostei) as indicated by its copepod parasites. Oceanography and Marine Biology 19:381-404, figs. 1-4.",NA
"642",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",293628,"Merluccius gayi","Animalia | Chordata | Teleostei | Gadiformes | Merlucciidae | Merluccius | Merluccius gayi",NA,NA,NA,"Ho, J.S. (1978). Marine Flora and Fauna of the Northeastern United States. Copepoda: Cyclopoids Parasitic on Fishes. NOAA Technical Report NMFS Circular 409:1-12, figs. 1-17. (ii-1978)",NA
"643",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",293628,"Merluccius gayi","Animalia | Chordata | Teleostei | Gadiformes | Merlucciidae | Merluccius | Merluccius gayi",NA,NA,NA,"Ho, J.S. (1971). Parasitic copepods of the family Chondracanthidae from fishes of eastern North America. <em>Smithsonian Contributions to Zoology.</em> 87:1-38, figs. 1-26. (7-vii-1971).",NA
"644",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",126504,"Urophycis tenuis","Animalia | Chordata | Teleostei | Gadiformes | Phycidae | Urophycis | Urophycis tenuis",NA,NA,NA,"Kabata, Z. & J.S. Ho. (1981). The origin and dispersal of hake (genus Merluccius: Pisces: Teleostei) as indicated by its copepod parasites. Oceanography and Marine Biology 19:381-404, figs. 1-4.",NA
"645",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",126504,"Urophycis tenuis","Animalia | Chordata | Teleostei | Gadiformes | Phycidae | Urophycis | Urophycis tenuis",NA,NA,NA,"Rathbun, R. (1886). Descriptions of parasitic Copepoda belonging to the genera Pandarus and Chondracanthus (with seven plates). Proceedings of the United States National Museum 9:310-324, pls. 5-11. (9-x-1886)",NA
"646",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",126504,"Urophycis tenuis","Animalia | Chordata | Teleostei | Gadiformes | Phycidae | Urophycis | Urophycis tenuis",NA,NA,NA,"Ho, J.S. (1978). Marine Flora and Fauna of the Northeastern United States. Copepoda: Cyclopoids Parasitic on Fishes. NOAA Technical Report NMFS Circular 409:1-12, figs. 1-17. (ii-1978)",NA
"647",348367,"Acanthochondria phycidis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis","adult","ectoparasitic",126504,"Urophycis tenuis","Animalia | Chordata | Teleostei | Gadiformes | Phycidae | Urophycis | Urophycis tenuis",NA,NA,NA,"Ho, J.S. (1971). Parasitic copepods of the family Chondracanthidae from fishes of eastern North America. <em>Smithsonian Contributions to Zoology.</em> 87:1-38, figs. 1-26. (7-vii-1971).",NA
"648",348368,"Acanthochondria pingi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria pingi","adult","ectoparasitic",274221,"Cynoglossus purpureomaculatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Cynoglossidae | Cynoglossus | Cynoglossus purpureomaculatus",NA,NA,NA,"Yü, S.C. & H.W. Wu. (1932). Parasitic copepods of the flat-fishes from China. Bulletin of the Fan Memorial Institute of Biology, Zoology 3(4):55-75, pls. 1-8. (15-ii-1932)",NA
"649",348368,"Acanthochondria pingi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria pingi","adult","ectoparasitic",274225,"Cynoglossus semilaevis","Animalia | Chordata | Teleostei | Pleuronectiformes | Cynoglossidae | Cynoglossus | Cynoglossus semilaevis",NA,NA,NA,"Ho, J.S., C.L. Lin & W.C. Liu. (2011). Chondracanthid copepods parasitic on flatfishes of Taiwan. <em>Crustaceana (Leiden).</em> 84(3):331-373.",NA
"650",348368,"Acanthochondria pingi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria pingi","adult","ectoparasitic",274192,"Cynoglossus abbreviatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Cynoglossidae | Cynoglossus | Cynoglossus abbreviatus",NA,NA,NA,"Ho, J.S., C.L. Lin & W.C. Liu. (2011). Chondracanthid copepods parasitic on flatfishes of Taiwan. <em>Crustaceana (Leiden).</em> 84(3):331-373.",NA
"651",348369,"Acanthochondria platycephali","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria platycephali","adult","ectoparasitic",274652,"Platycephalus bassensis","Animalia | Chordata | Teleostei | Perciformes | Platycephalidae | Platycephalus | Platycephalus bassensis",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"652",348369,"Acanthochondria platycephali","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria platycephali","adult","ectoparasitic",274652,"Platycephalus bassensis","Animalia | Chordata | Teleostei | Perciformes | Platycephalidae | Platycephalus | Platycephalus bassensis",NA,NA,NA,"Ho, J.S. (1973). Chondracanthid copepods parasitic on platycephalid fishes of Australia, with discussion of known species occurring on flatheads. Parasitology, Cambridge 67:123-131, figs. 1-4.",NA
"653",348370,"Acanthochondria priacanthi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi","adult","ectoparasitic",218363,"Priacanthus boops","Animalia | Chordata | Teleostei | Eupercaria incertae sedis | Priacanthidae | Priacanthus | Priacanthus boops",NA,NA,NA,"Shiino, S.M. (1964). On two new species of the genus Acanthochondria Oakley (Crustacea Copepoda) found in Japan. Zoologische Mededelingen, Leiden 39:30-36, figs. 1-3. (17-i-1964)",NA
"654",348370,"Acanthochondria priacanthi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi","adult","ectoparasitic",279686,"Arctoscopus japonicus","Animalia | Chordata | Teleostei | Perciformes | Trichodontidae | Arctoscopus | Arctoscopus japonicus",NA,NA,NA,"Ho, J.S. & I.H. Kim. (1995). Chondracanthid copepods (Poecilostomatoida) parasitic on fishes of the Sea of Japan. Reports of the Sado Marine Biological Station, Niigata University 25:31-44.  (iii.1995)",NA
"655",348370,"Acanthochondria priacanthi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi","adult","ectoparasitic",279686,"Arctoscopus japonicus","Animalia | Chordata | Teleostei | Perciformes | Trichodontidae | Arctoscopus | Arctoscopus japonicus",NA,NA,NA,"Yanagimoto, T. & K. Konishi. (2004). Acanthochondria priacanthi (Copepoda: Chondracanthidae) as a biological indicator for stock identification of sandfish Arctoscopus japonicus (Steindachner). Fisheries Science 70(2):336-338.",NA
"656",348370,"Acanthochondria priacanthi","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi","adult","ectoparasitic",274225,"Cynoglossus semilaevis","Animalia | Chordata | Teleostei | Pleuronectiformes | Cynoglossidae | Cynoglossus | Cynoglossus semilaevis",NA,NA,NA,"Chan, L.H. & I.H. Kim. (1998). Cirripedia, symbiotic Copepoda, and Pycnogonida. <em>In: Illustrated Encyclopedia of Fauna & Flora of Korea. Vol. 38. Cirripedia, Symbiotic Copepoda, Pycnogonida. Ministry of Education Seoul, 1038pp.</em> :271-835. (In Korea",NA
"657",348372,"Acanthochondria rectangularis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis","adult","ectoparasitic",154781,"Platichthys stellatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys stellatus",NA,NA,NA,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)",NA
"658",348372,"Acanthochondria rectangularis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis","adult","ectoparasitic",154781,"Platichthys stellatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys stellatus",NA,NA,NA,"Fraser, C.M. (1920). Copepods parasitic on fish from the Vancouver Island region. <em>Transactions of the Royal Society of Canada, Series 3.</em> 13 (Section V):45-67, pls. 1-8. (for 1919).",NA
"659",348372,"Acanthochondria rectangularis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis","adult","ectoparasitic",154781,"Platichthys stellatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys stellatus",NA,NA,NA,"Kabata, Z. (1984). A contribution to the knowledge of Chondracanthidae (Copepoda: Poecilostomatoida) parasitic on fishes of British Columbia. Canadian Journal of Zoology 62(9):1703-1713, figs. 1-67. (ix-1984, French summary.)",NA
"660",348372,"Acanthochondria rectangularis","Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis","adult","ectoparasitic",154781,"Platichthys stellatus","Animalia | Chordata | Teleostei | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys stellatus",NA,NA,NA,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184.",NA
